indicator,type,topic,description,response,respondent_group,year,sample_size,result,format
8a,Other,Subjective wellbeing,Satisfaction with standard of living,Average satisfaction score (from 0-100),South Yarra 3141 / Melbourne/St Kilda Road 3004,2021,83,79.3,Average
8b,Other,Subjective wellbeing,Satisfaction with health,Average satisfaction score (from 0-100),35-44 years,2021,189,73.7,Average
8b,Other,Subjective wellbeing,Satisfaction with health,Average satisfaction score (from 0-100),Female,2021,698,71.3,Average
8b,Other,Subjective wellbeing,Satisfaction with health,Average satisfaction score (from 0-100),Carlton 3053,2021,132,72.4,Average
8b,Other,Subjective wellbeing,Satisfaction with health,Average satisfaction score (from 0-100),Docklands 3008,2021,107,71.6,Average
8b,Other,Subjective wellbeing,Satisfaction with health,Average satisfaction score (from 0-100),North Melbourne 3051 / West Melbourne 3003,2021,220,70.6,Average
8b,Other,Subjective wellbeing,Satisfaction with health,Average satisfaction score (from 0-100),South Wharf / Southbank 3006,2021,174,73.7,Average
8b,Other,Subjective wellbeing,Satisfaction with health,Average satisfaction score (from 0-100),South Yarra 3141 / Melbourne/St Kilda Road 3004,2021,83,78.9,Average
8c,Other,Subjective wellbeing,Satisfaction with currently achieving in life,Average satisfaction score (from 0-100),25-34 years,2021,403,66.7,Average
8c,Other,Subjective wellbeing,Satisfaction with currently achieving in life,Average satisfaction score (from 0-100),45-54 years,2021,116,65.6,Average
8c,Other,Subjective wellbeing,Satisfaction with currently achieving in life,Average satisfaction score (from 0-100),55-64 years,2021,77,60.7,Average
8c,Other,Subjective wellbeing,Satisfaction with currently achieving in life,Average satisfaction score (from 0-100),North Melbourne 3051 / West Melbourne 3003,2021,220,63.4,Average
8d,Other,Subjective wellbeing,Satisfaction with personal relationships,Average satisfaction score (from 0-100),55-64 years,2021,77,65.8,Average
8d,Other,Subjective wellbeing,Satisfaction with personal relationships,Average satisfaction score (from 0-100),Carlton 3053,2021,132,69.3,Average
8d,Other,Subjective wellbeing,Satisfaction with personal relationships,Average satisfaction score (from 0-100),City of Melbourne,2021,1317,71.8,Average
8d,Other,Subjective wellbeing,Satisfaction with personal relationships,Average satisfaction score (from 0-100),Docklands 3008,2021,107,67.5,Average
8d,Other,Subjective wellbeing,Satisfaction with personal relationships,Average satisfaction score (from 0-100),East Melbourne 3002,2021,67,77.6,Average
8d,Other,Subjective wellbeing,Satisfaction with personal relationships,Average satisfaction score (from 0-100),North Melbourne 3051 / West Melbourne 3003,2021,220,71.2,Average
8d,Other,Subjective wellbeing,Satisfaction with personal relationships,Average satisfaction score (from 0-100),Parkville 3052,2021,80,74.5,Average
8e,Other,Subjective wellbeing,Satisfaction with how safe you feel,Average satisfaction score (from 0-100),18-24 years,2021,362,77.5,Average
8e,Other,Subjective wellbeing,Satisfaction with how safe you feel,Average satisfaction score (from 0-100),65+ years,2021,100,89.2,Average
8e,Other,Subjective wellbeing,Satisfaction with how safe you feel,Average satisfaction score (from 0-100),East Melbourne 3002,2021,67,79.2,Average
8e,Other,Subjective wellbeing,Satisfaction with how safe you feel,Average satisfaction score (from 0-100),Kensington / Flemington 3031,2021,118,76.9,Average
8f,Other,Subjective wellbeing,Satisfaction with feeling part of your community,Average satisfaction score (from 0-100),55-64 years,2021,77,64.8,Average
8f,Other,Subjective wellbeing,Satisfaction with feeling part of your community,Average satisfaction score (from 0-100),Kensington / Flemington 3031,2021,118,65.5,Average
8f,Other,Subjective wellbeing,Satisfaction with feeling part of your community,Average satisfaction score (from 0-100),Parkville 3052,2021,80,65.8,Average
8f,Other,Subjective wellbeing,Satisfaction with feeling part of your community,Average satisfaction score (from 0-100),South Yarra 3141 / Melbourne/St Kilda Road 3004,2021,83,68.1,Average
8g,Other,Subjective wellbeing,Satisfaction with future security,Average satisfaction score (from 0-100),35-44 years,2021,189,68.0,Average
8g,Other,Subjective wellbeing,Satisfaction with future security,Average satisfaction score (from 0-100),65+ years,2021,100,82.3,Average
8g,Other,Subjective wellbeing,Satisfaction with future security,Average satisfaction score (from 0-100),Female,2021,698,61.5,Average
8g,Other,Subjective wellbeing,Satisfaction with future security,Average satisfaction score (from 0-100),Melbourne 3000,2021,336,60.7,Average
8g,Other,Subjective wellbeing,Satisfaction with future security,Average satisfaction score (from 0-100),Parkville 3052,2021,80,63.2,Average
9,Other,Quality of life,Satisfaction with life as a whole,Average satisfaction score (from 0-100),35-44 years,2021,194,73.2,Average
9,Other,Quality of life,Satisfaction with life as a whole,Average satisfaction score (from 0-100),65+ years,2021,115,86.4,Average
9,Other,Quality of life,Satisfaction with life as a whole,Average satisfaction score (from 0-100),Female,2021,725,69.4,Average
9,Other,Quality of life,Satisfaction with life as a whole,Average satisfaction score (from 0-100),Carlton 3053,2021,135,66.6,Average
9,Other,Quality of life,Satisfaction with life as a whole,Average satisfaction score (from 0-100),City of Melbourne,2021,1368,70.2,Average
9,Other,Quality of life,Satisfaction with life as a whole,Average satisfaction score (from 0-100),Docklands 3008,2021,113,70.5,Average
9,Other,Quality of life,Satisfaction with life as a whole,Average satisfaction score (from 0-100),South Wharf / Southbank 3006,2021,184,70.7,Average
10,Council Plan Indicator,Tolerance of diversity,It’s a good thing for society to be made up of different cultures,Reported as strongly agree or agree,45-54 years,2020,138,91.3,Per cent
11a,Other,Volunteering,Help out as a volunteer,"Yes, in the last 12 months",North Melbourne 3051 / West Melbourne 3003,2020,220,34.8,Per cent
11a,Other,Volunteering,Help out as a volunteer,"Yes, in the last 12 months",Female,2020,691,36.2,Per cent
11a,Other,Volunteering,Help out as a volunteer,"Yes, in the last 12 months",35-44 years,2020,203,30.8,Per cent
11a,Other,Volunteering,Help out as a volunteer,"Yes, in the last 12 months",45-54 years,2020,138,37.5,Per cent
11a,Other,Volunteering,Help out as a volunteer,"Yes, in the last 12 months",55-64 years,2020,90,31.8,Per cent
11b,Other,Volunteering,Help out as a volunteer in the City of Melbourne,"Yes, in the last 12 months",City of Melbourne,2020,1325,23.4,Per cent
11b,Other,Volunteering,Help out as a volunteer in the City of Melbourne,"Yes, in the last 12 months",Carlton 3053,2020,142,28.0,Per cent
11b,Other,Volunteering,Help out as a volunteer in the City of Melbourne,"Yes, in the last 12 months",East Melbourne 3002,2020,93,28.7,Per cent
11b,Other,Volunteering,Help out as a volunteer in the City of Melbourne,"Yes, in the last 12 months",North Melbourne 3051 / West Melbourne 3003,2020,220,20.1,Per cent
11b,Other,Volunteering,Help out as a volunteer in the City of Melbourne,"Yes, in the last 12 months",Parkville 3052,2020,99,28.7,Per cent
11b,Other,Volunteering,Help out as a volunteer in the City of Melbourne,"Yes, in the last 12 months",18-24 years,2020,344,30.8,Per cent
11b,Other,Volunteering,Help out as a volunteer in the City of Melbourne,"Yes, in the last 12 months",55-64 years,2020,90,25.5,Per cent
11b,Other,Volunteering,Help out as a volunteer in the City of Melbourne,"Yes, in the last 12 months",65+ years,2020,124,16.5,Per cent
12a,Other,Arts and cultural activities,Participate in arts and cultural activities in general,"Yes, in the last 3 months",City of Melbourne,2020,1345,17.5,Per cent
12a,Other,Arts and cultural activities,Participate in arts and cultural activities in general,"Yes, in the last 3 months",Kensington / Flemington 3031,2020,119,22.7,Per cent
12a,Other,Arts and cultural activities,Participate in arts and cultural activities in general,"Yes, in the last 3 months",North Melbourne 3051 / West Melbourne 3003,2020,222,16.6,Per cent
12a,Other,Arts and cultural activities,Participate in arts and cultural activities in general,"Yes, in the last 3 months",Female,2020,701,15.4,Per cent
12a,Other,Arts and cultural activities,Participate in arts and cultural activities in general,"Yes, in the last 3 months",18-24 years,2020,353,19.7,Per cent
12a,Other,Arts and cultural activities,Participate in arts and cultural activities in general,"Yes, in the last 3 months",25-34 years,2020,427,17.9,Per cent
12a,Other,Arts and cultural activities,Participate in arts and cultural activities in general,"Yes, in the last 3 months",45-54 years,2020,138,15.1,Per cent
12a,Other,Arts and cultural activities,Participate in arts and cultural activities in general,"Yes, in the last 3 months",65+ years,2020,124,15.5,Per cent
12b,Other,Arts and cultural activities,Participate in arts and cultural activities in the City of Melbourne,"Yes, in the last 3 months",Docklands 3008,2020,118,9.9,Per cent
12b,Other,Arts and cultural activities,Participate in arts and cultural activities in the City of Melbourne,"Yes, in the last 3 months",Male,2020,629,16.3,Per cent
12b,Other,Arts and cultural activities,Participate in arts and cultural activities in the City of Melbourne,"Yes, in the last 3 months",Female,2020,701,12.8,Per cent
13a,Council Plan Indicator,Learning,Participate in learning activities,"Yes, in the last 12 months",Carlton 3053,2020,143,90.0,Per cent
13a,Council Plan Indicator,Learning,Participate in learning activities,"Yes, in the last 12 months",Docklands 3008,2020,118,85.4,Per cent
13a,Council Plan Indicator,Learning,Participate in learning activities,"Yes, in the last 12 months",East Melbourne 3002,2020,94,84.1,Per cent
13a,Council Plan Indicator,Learning,Participate in learning activities,"Yes, in the last 12 months",South Wharf / Southbank 3006,2020,142,85.3,Per cent
13a,Council Plan Indicator,Learning,Participate in learning activities,"Yes, in the last 12 months",Female,2020,701,86.2,Per cent
13a,Council Plan Indicator,Learning,Participate in learning activities,"Yes, in the last 12 months",45-54 years,2020,138,78.5,Per cent
13a,Council Plan Indicator,Learning,Participate in learning activities,"Yes, in the last 12 months",55-64 years,2020,90,83.2,Per cent
13a,Council Plan Indicator,Learning,Participate in learning activities,"Yes, in the last 12 months",65+ years,2020,124,77.2,Per cent
13b,Other,Learning,Participate in learning activities in City of Melbourne,"Yes, in the last 12 months",Parkville 3052,2020,100,82.0,Per cent
13b,Other,Learning,Participate in learning activities in City of Melbourne,"Yes, in the last 12 months",65+ years,2020,124,55.0,Per cent
14,Council Plan Indicator,Relationship with Aboriginal people,Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation,Reported as very important or important,Docklands 3008,2020,113,95.3,Per cent
14,Council Plan Indicator,Relationship with Aboriginal people,Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation,Reported as very important or important,East Melbourne 3002,2020,88,85.8,Per cent
14,Council Plan Indicator,Relationship with Aboriginal people,Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation,Reported as very important or important,Kensington / Flemington 3031,2020,117,95.9,Per cent
14,Council Plan Indicator,Relationship with Aboriginal people,Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation,Reported as very important or important,South Yarra 3141 / Melbourne/St Kilda Road 3004,2020,105,94.1,Per cent
14,Council Plan Indicator,Relationship with Aboriginal people,Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation,Reported as very important or important,Female,2020,664,97.1,Per cent
14,Council Plan Indicator,Relationship with Aboriginal people,Relationship between Aboriginal and Torres Strait Islander people and other Australians for Australia as a nation,Reported as very important or important,25-34 years,2020,395,96.7,Per cent
