Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea
St Kilda,8/289 Barkly St,2,u,470000,VB,McGrath,15/07/2017,3182,Southern Metropolitan,13240,5,Port Phillip City Council
St Kilda,46 Chapel St,3,h,1000000,S,Langwell,15/07/2017,3182,Southern Metropolitan,13240,5,Port Phillip City Council
St Kilda,407/7 Greeves St,2,u,630000,S,hockingstuart,15/07/2017,3182,Southern Metropolitan,13240,5,Port Phillip City Council
St Kilda,11/27 Mitford St,2,u,580000,S,Woodards,15/07/2017,3182,Southern Metropolitan,13240,5,Port Phillip City Council
St Kilda,24/25 Robe St,2,u,,SP,Ray,15/07/2017,3182,Southern Metropolitan,13240,5,Port Phillip City Council
Sunshine,18 Benjamin St,3,h,860000,PI,Jas,15/07/2017,3020,Western Metropolitan,3755,10.5,Brimbank City Council
Sunshine,2/2 Cooper St,3,h,532000,S,Douglas,15/07/2017,3020,Western Metropolitan,3755,10.5,Brimbank City Council
Sunshine,10 Matthews St,3,h,960000,S,RW,15/07/2017,3020,Western Metropolitan,3755,10.5,Brimbank City Council
Sunshine,3 Whitty St,4,h,745500,S,Sweeney,15/07/2017,3020,Western Metropolitan,3755,10.5,Brimbank City Council
Sunshine North,3/30 Camperdown Av,3,u,392500,S,Jas,15/07/2017,3020,Western Metropolitan,4217,10.5,Brimbank City Council
Sunshine West,4 Barnes Cr,3,h,630000,S,Bells,15/07/2017,3020,Western Metropolitan,6763,10.5,Brimbank City Council
Sunshine West,27 Champa Rd,4,h,580000,PI,Douglas,15/07/2017,3020,Western Metropolitan,6763,10.5,Brimbank City Council
Sunshine West,1 Raymond St,3,h,,PI,Barry,15/07/2017,3020,Western Metropolitan,6763,10.5,Brimbank City Council
Sydenham,30 Chandos St,3,t,450000,SP,Brad,15/07/2017,3037,Western Metropolitan,3640,18,Brimbank City Council
Taylors Lakes,1 Cowes Pl,4,h,853000,S,Barry,15/07/2017,3038,Western Metropolitan,5336,15.5,Brimbank City Council
Taylors Lakes,3 Mantaura Av,4,h,704000,S,Barry,15/07/2017,3038,Western Metropolitan,5336,15.5,Brimbank City Council
Thomastown,28 Pleasant Rd,4,h,,SN,Barry,15/07/2017,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
Thomastown,52 Richardson St,3,h,508000,S,Harcourts,15/07/2017,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
Thomastown,1/13 Spring St,2,u,573000,S,Harcourts,15/07/2017,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council
Thornbury,348 Gooch St,3,h,800000,SP,McGrath,15/07/2017,3071,Northern Metropolitan,8870,7,Darebin City Council
Thornbury,352 Gooch St,3,h,800000,SP,McGrath,15/07/2017,3071,Northern Metropolitan,8870,7,Darebin City Council
Thornbury,54 Swift St,3,h,1236000,S,hockingstuart,15/07/2017,3071,Northern Metropolitan,8870,7,Darebin City Council
Thornbury,12/45 Woolton Av,1,u,328000,S,Woodards,15/07/2017,3071,Northern Metropolitan,8870,7,Darebin City Council
Toorak,2/619 Toorak Rd,2,u,1140000,S,Marshall,15/07/2017,3142,Southern Metropolitan,7217,4.1,Stonnington City Council
Toorak,1a Woorigoleen Rd,4,h,,S,Marshall,15/07/2017,3142,Southern Metropolitan,7217,4.1,Stonnington City Council
Travancore,2115/18 Mt Alexander Rd,2,u,341500,S,McGrath,15/07/2017,3032,Western Metropolitan,1052,4.3,Moonee Valley City Council
Tullamarine,2/28 Broadmeadows Rd,2,u,470000,SP,Barry,15/07/2017,3043,Western Metropolitan,3296,12.9,Brimbank City Council
Tullamarine,3/20 Waratah Av,2,u,,SP,Barry,15/07/2017,3043,Western Metropolitan,3296,12.9,Brimbank City Council
Vermont,18 Barbara St,3,h,1111500,S,Philip,15/07/2017,3133,Eastern Metropolitan,4181,17.2,Maroondah City Council
Viewbank,23 Bartram Ri,3,h,868000,S,Miles,15/07/2017,3084,Eastern Metropolitan,2698,8.9,Banyule City Council
Wantirna,509 Boronia Rd,4,h,1214000,S,Ray,15/07/2017,3152,Eastern Metropolitan,5424,14.7,Knox City Council
Wantirna South,42 Argyle Wy,4,h,1045000,S,Noel,15/07/2017,3152,Eastern Metropolitan,7082,14.7,Knox City Council
Wantirna South,12/440 Stud Rd,3,u,622000,S,Ray,15/07/2017,3152,Eastern Metropolitan,7082,14.7,Knox City Council
Warrandyte,24 Fossickers Wy,3,h,826000,S,Gardiner,15/07/2017,3113,Eastern Metropolitan,2003,21.1,Manningham City Council
Waterways,7 Portland Pl,4,h,1265000,S,Ray,15/07/2017,3195,South-Eastern Metropolitan,709,21.5,Kingston City Council
Watsonia,2/63 Devonshire Rd,2,u,604000,S,Ray,15/07/2017,3087,Northern Metropolitan,2329,14.5,Banyule City Council
Watsonia,1/34 Longmuir Rd,2,u,655000,S,Darren,15/07/2017,3087,Northern Metropolitan,2329,14.5,Banyule City Council
Watsonia,4/6 Powley Pde,3,t,850000,SP,Buckingham,15/07/2017,3087,Northern Metropolitan,2329,14.5,Banyule City Council
Watsonia North,280 Grimshaw St,3,h,740000,SP,Barry,15/07/2017,3087,Northern Metropolitan,1442,14.5,Banyule City Council
Werribee,7 Carey Cl,5,h,,SP,Ray,15/07/2017,3030,Western Metropolitan,16166,14.7,Wyndham City Council
Werribee,6 Cassowary Av,3,h,505000,SP,Greg,15/07/2017,3030,Western Metropolitan,16166,14.7,Wyndham City Council
Werribee,3 Gavan Ct,3,h,570000,S,S&L,15/07/2017,3030,Western Metropolitan,16166,14.7,Wyndham City Council
Werribee,9 Kestrel Pl,3,h,453000,S,YPA,15/07/2017,3030,Western Metropolitan,16166,14.7,Wyndham City Council
Werribee,2/50 Tower Rd,2,h,335000,S,Greg,15/07/2017,3030,Western Metropolitan,16166,14.7,Wyndham City Council
West Footscray,3/30 Beaumont Pde,1,h,280000,VB,Jas,15/07/2017,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council
West Footscray,41 Dongola Rd,4,h,955000,S,Jas,15/07/2017,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council
West Footscray,208/432 Geelong Rd,2,u,,PI,Compton,15/07/2017,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council
West Footscray,5/2 Ormond Rd,3,t,700000,S,Jas,15/07/2017,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council
West Melbourne,310/53 Batman St,1,u,380000,SP,MICM,15/07/2017,3003,Northern Metropolitan,2230,3.1,Melbourne City Council
West Melbourne,74 Dudley St,4,h,1900000,VB,Whiting,15/07/2017,3003,Northern Metropolitan,2230,3.1,Melbourne City Council
Westmeadows,27 Eyre St,3,h,800000,S,YPA,15/07/2017,3049,Northern Metropolitan,2474,16.5,Hume City Council
Wheelers Hill,994 Waverley Rd,5,h,1090000,S,Ray,15/07/2017,3150,South-Eastern Metropolitan,7392,16.7,Monash City Council
Williamstown,47 Pasco St,4,h,1920000,SP,Williams,15/07/2017,3016,Western Metropolitan,6380,6.8,Hobsons Bay City Council
Windsor,19 Atkinson Cl,3,h,,PI,Hodges,15/07/2017,3181,Southern Metropolitan,4380,4.6,Port Phillip City Council
Wollert,24 Edenvale Bvd,4,h,530000,SP,hockingstuart,15/07/2017,3750,Northern Metropolitan,2940,25.5,Whittlesea City Council
Wollert,13 Strathalbyn Ch,4,h,631000,PI,hockingstuart,15/07/2017,3750,Northern Metropolitan,2940,25.5,Whittlesea City Council
Wollert,12 Suffolk Pl,4,h,,PI,Harcourts,15/07/2017,3750,Northern Metropolitan,2940,25.5,Whittlesea City Council
Wyndham Vale,3/20 Lady Penrhyn Dr,2,h,327500,S,hockingstuart,15/07/2017,3024,Western Metropolitan,5262,27.2,Wyndham City Council
Wyndham Vale,27 Ribblesdale Av,3,h,,SN,Barry,15/07/2017,3024,Western Metropolitan,5262,27.2,Wyndham City Council
Yallambie,1 Bimbadeen Cr,3,h,,PI,Darren,15/07/2017,3085,Northern Metropolitan,1369,12.7,Banyule City Council
Yarraville,17 Adeney St,3,h,982500,S,Village,15/07/2017,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Yarraville,72 Bishop St,3,h,1400000,S,Jas,15/07/2017,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Yarraville,86 Francis St,3,h,1042000,SP,Jas,15/07/2017,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Yarraville,12 Montague St,3,h,1230000,S,Jas,15/07/2017,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Yarraville,220 Roberts St,3,h,1005000,S,Jas,15/07/2017,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council
Aberfeldie,22 Clifton St,3,h,1400000,S,Barry,15/09/2018,3040,Western Metropolitan,1543,7.5,Moonee Valley City Council
Aberfeldie,72 Fawkner St,4,h,2100000,S,Rendina,15/09/2018,3040,Western Metropolitan,1543,7.5,Moonee Valley City Council
Albert Park,121 Richardson St,3,h,3090000,S,Marshall,15/09/2018,3206,Southern Metropolitan,3280,3,Port Phillip City Council
Alphington,40 View St,3,h,1900000,S,Nelson,15/09/2018,3078,Northern Metropolitan,2211,5.7,Darebin City Council
Altona,50 Bracken Gr,3,h,1170000,S,Greg,15/09/2018,3018,Western Metropolitan,5301,11,Hobsons Bay City Council
Armadale,8/42 Adelaide St,2,u,600000,VB,hockingstuart,15/09/2018,3143,Southern Metropolitan,4836,6.3,Stonnington City Council
Armadale,52 Barkly Av,3,h,,S,Marshall,15/09/2018,3143,Southern Metropolitan,4836,6.3,Stonnington City Council
Armadale,9 Egerton Rd,2,h,,S,Marshall,15/09/2018,3143,Southern Metropolitan,4836,6.3,Stonnington City Council
Armadale,10/19 Mercer Rd,3,u,,SN,Thomson,15/09/2018,3143,Southern Metropolitan,4836,6.3,Stonnington City Council
Armadale,17 Railway Av,3,h,2000000,VB,hockingstuart,15/09/2018,3143,Southern Metropolitan,4836,6.3,Stonnington City Council
Ascot Vale,5 Brown Av,4,h,2360000,S,Nelson,15/09/2018,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council
Ascot Vale,19 Charles St,5,h,2100000,VB,Brad,15/09/2018,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council
Ascot Vale,59 Charles St,5,h,,S,Woodards,15/09/2018,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council
Ascot Vale,66 Ormond Rd,3,h,1190000,S,Jellis,15/09/2018,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council
Ascot Vale,12 Pentland St,3,h,1010000,S,Brad,15/09/2018,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council
Ascot Vale,2b Regent St,2,u,425000,S,Brad,15/09/2018,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council
Ascot Vale,18 Woods St,2,h,1700000,PI,Nelson,15/09/2018,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council
Ashburton,8 Alamein Av,2,h,1200000,VB,Tim,15/09/2018,3147,Southern Metropolitan,3052,10.2,Boroondara City Council
Ashburton,22 Eleanor St,4,h,,S,Marshall,15/09/2018,3147,Southern Metropolitan,3052,10.2,Boroondara City Council
Ashburton,15 Oliver St,3,h,1400000,PI,Noel,15/09/2018,3147,Southern Metropolitan,3052,10.2,Boroondara City Council
Ashburton,23 Pitt St,3,t,1445000,S,Jellis,15/09/2018,3147,Southern Metropolitan,3052,10.2,Boroondara City Council
Ashwood,1 Harold St,3,h,,VB,Fletchers,15/09/2018,3147,Southern Metropolitan,2894,10.2,Monash City Council
Ashwood,16 Shaw St,5,h,1255000,S,Noel,15/09/2018,3147,Southern Metropolitan,2894,10.2,Monash City Council
Aspendale,4 Elanora Ct,3,h,926240,SP,Biggin,15/09/2018,3195,South-Eastern Metropolitan,2824,21.5,Kingston City Council
Aspendale,38 Gale St,3,h,1225000,VB,Buxton,15/09/2018,3195,South-Eastern Metropolitan,2824,21.5,Kingston City Council
Aspendale,3/189 Nepean Hwy,2,u,645000,PI,Barry,15/09/2018,3195,South-Eastern Metropolitan,2824,21.5,Kingston City Council
Aspendale Gardens,9 Jude Ct,4,h,995000,SP,Buxton,15/09/2018,3195,South-Eastern Metropolitan,2243,21.5,Kingston City Council
Attwood,21 Trumpington Tce,4,h,,SP,Barry,15/09/2018,3049,Northern Metropolitan,1130,16.5,Hume City Council
Avondale Heights,4 Chaumont Dr,3,h,,VB,Harcourts,15/09/2018,3034,Western Metropolitan,4502,9.5,Moonee Valley City Council
Avondale Heights,8a Herbert St,3,t,,VB,Barry,15/09/2018,3034,Western Metropolitan,4502,9.5,Moonee Valley City Council
Avondale Heights,10 River Dr,5,h,,PI,HAR,15/09/2018,3034,Western Metropolitan,4502,9.5,Moonee Valley City Council
Avondale Heights,3/19 Riverside Av,2,u,,SN,Rendina,15/09/2018,3034,Western Metropolitan,4502,9.5,Moonee Valley City Council
Bacchus Marsh,1 Sutherland St,3,h,480000,S,Arbee,15/09/2018,3340,Western Victoria,2871,37.5,Moorabool Shire Council
Balaclava,401 Inkerman St,3,h,,SN,Greg,15/09/2018,3183,Southern Metropolitan,2952,6.4,Port Phillip City Council
Balwyn,1/10 Brenbeal St,2,u,795000,S,Jellis,15/09/2018,3103,Southern Metropolitan,5682,7.9,Boroondara City Council
Balwyn,30 Fitzgerald St,4,h,2150000,VB,Fletchers,15/09/2018,3103,Southern Metropolitan,5682,7.9,Boroondara City Council
Balwyn,25 Hertford Cr,5,h,2750000,SP,Kay,15/09/2018,3103,Southern Metropolitan,5682,7.9,Boroondara City Council
Balwyn,29A Norbert St,3,t,,PI,Jellis,15/09/2018,3103,Southern Metropolitan,5682,7.9,Boroondara City Council
Balwyn,16/206 Whitehorse Rd,2,u,580000,SP,hockingstuart,15/09/2018,3103,Southern Metropolitan,5682,7.9,Boroondara City Council
Balwyn,108 Winmalee Rd,4,h,2050000,PI,RT,15/09/2018,3103,Southern Metropolitan,5682,7.9,Boroondara City Council
Balwyn,122 Winmalee Rd,3,h,,SP,hockingstuart,15/09/2018,3103,Southern Metropolitan,5682,7.9,Boroondara City Council
Balwyn,5/11 Yerrin St,2,u,,SP,Jellis,15/09/2018,3103,Southern Metropolitan,5682,7.9,Boroondara City Council
Balwyn North,10 Agnes Av,5,h,,SP,RW,15/09/2018,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,10 Aquila St,4,h,1662500,S,Fletchers,15/09/2018,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,9 Belmore Rd,3,h,1760000,S,Nelson,15/09/2018,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,4 Citron Av,5,h,1550000,VB,Fletchers,15/09/2018,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,61 Fortuna Av,4,h,1850000,VB,Fletchers,15/09/2018,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,84 Greythorn Rd,3,h,,PN,Buxton,15/09/2018,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,2/3 Hatfield St,3,u,790000,PI,Ham,15/09/2018,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,3 Hughes St,5,h,,S,Fletchers,15/09/2018,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,1/49 Kawarren St,4,h,1400000,VB,Jellis,15/09/2018,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,34 Macedon Av,5,h,1600000,VB,Marshall,15/09/2018,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,4/9 Maylands Av,2,u,610000,VB,hockingstuart,15/09/2018,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,2/19 Moody St,2,t,1135000,SP,Fletchers,15/09/2018,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,5 Pam Av,3,h,1500000,VB,Marshall,15/09/2018,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Balwyn North,4 Singleton Rd,4,h,1525000,PI,Buxton,15/09/2018,3104,Southern Metropolitan,7809,9.7,Boroondara City Council
Bayswater,35 Armstrong Rd,3,h,718500,S,K.R.Peters,15/09/2018,3153,Eastern Metropolitan,5030,23.2,Knox City Council
Bayswater,15 Greenglade Ct,4,h,,VB,Noel,15/09/2018,3153,Eastern Metropolitan,5030,23.2,Knox City Council
Beaumaris,3 Bayview Rd,4,h,2050000,PI,Buxton,15/09/2018,3193,Southern Metropolitan,5366,17.3,Bayside City Council
Beaumaris,21 Bellaire Ct,4,h,1620000,VB,Hodges,15/09/2018,3193,Southern Metropolitan,5366,17.3,Bayside City Council
Beaumaris,1/165 Charman Rd,3,t,840000,PI,Marshall,15/09/2018,3193,Southern Metropolitan,5366,17.3,Bayside City Council
Beaumaris,11/1 Coles Ct,1,u,460000,PI,hockingstuart,15/09/2018,3193,Southern Metropolitan,5366,17.3,Bayside City Council
Beaumaris,15 Llewellyn St,4,t,1580000,S,Buxton,15/09/2018,3193,Southern Metropolitan,5366,17.3,Bayside City Council
Beaumaris,2/2 Llewellyn St,3,u,,PI,Jellis,15/09/2018,3193,Southern Metropolitan,5366,17.3,Bayside City Council
Beaumaris,2 Valmont Av,4,h,1810000,S,Buxton,15/09/2018,3193,Southern Metropolitan,5366,17.3,Bayside City Council
Bentleigh,2/22 Castles Rd,3,u,1270000,S,Gary,15/09/2018,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council
Bentleigh,7/13 Clapperton St,1,u,,SP,FN,15/09/2018,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council
Bentleigh,13 Fairbank Rd,5,h,1550000,S,Jellis,15/09/2018,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council
Bentleigh,1/31 Mavho St,3,t,,VB,Jellis,15/09/2018,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council
Bentleigh,28 McLean Av,5,h,1520000,S,Jellis,15/09/2018,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council
Bentleigh,23 Robert St,3,h,1305000,S,Woodards,15/09/2018,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council
Bentleigh,11B Ross St,3,t,,S,Buxton,15/09/2018,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council
Bentleigh,7 Ross St,4,h,1715000,S,Buxton,15/09/2018,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council
Bentleigh East,21 Birdwood St,3,h,,PI,Obrien,15/09/2018,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Bentleigh East,2/64 Brooks St,3,u,800000,VB,Woodards,15/09/2018,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Bentleigh East,9 Brooks St,4,h,1500000,PI,Jellis,15/09/2018,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Bentleigh East,7 David St,5,h,,S,Buxton,15/09/2018,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Bentleigh East,9b Edinburgh St,4,t,,S,Jellis,15/09/2018,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Bentleigh East,3/1 Latham St,3,u,800000,VB,Buxton,15/09/2018,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Bentleigh East,12 Opal Ct,3,h,,PI,Buxton,15/09/2018,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Bentleigh East,15 Roselyn Cr,4,h,1350000,PI,Hodges,15/09/2018,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Bentleigh East,3 Sanicki Ct,3,h,960000,VB,Buxton,15/09/2018,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Bentleigh East,3/43 Wards Gr,3,t,1030000,PI,Buxton,15/09/2018,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Bentleigh East,2 Wonga Ct,3,h,,S,hockingstuart,15/09/2018,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council
Berwick,3 Selkirk Ct,3,h,581000,SP,Haven,15/09/2018,3806,Eastern Victoria,17093,35.2,Casey City Council
Black Rock,1/4 Glenmore Cr,2,u,817000,S,Hodges,15/09/2018,3193,Southern Metropolitan,2866,17.3,Bayside City Council
Blackburn,3 Boulton Rd,3,h,1225000,VB,Noel,15/09/2018,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council
Blackburn,16 Game St,4,h,,S,Jellis,15/09/2018,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council
Blackburn,1/11 Hillside Cr,3,t,,S,Woodards,15/09/2018,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council
Blackburn,8 Maple St,5,h,1825000,PI,Jellis,15/09/2018,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council
Blackburn,12A Pope Rd,3,h,958000,S,Woodards,15/09/2018,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council
Blackburn North,12 Iris Ct,4,h,997000,S,Fletchers,15/09/2018,3130,Eastern Metropolitan,2867,13.4,Whitehorse City Council
Blackburn North,68 Morrie Cr,3,h,900000,S,Jellis,15/09/2018,3130,Eastern Metropolitan,2867,13.4,Whitehorse City Council
Blackburn North,49 Surrey Rd,5,h,,PI,Jellis,15/09/2018,3130,Eastern Metropolitan,2867,13.4,Whitehorse City Council
Blackburn South,1 Canora St,4,h,,PN,Woodards,15/09/2018,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council
Blackburn South,28 Marama St,4,h,1050000,VB,Fletchers,15/09/2018,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council
Bonbeach,2/10 Mernda Av,3,t,800000,VB,Property,15/09/2018,3196,South-Eastern Metropolitan,2887,27,Kingston City Council
Bonbeach,2/393 Station St,3,h,,PI,Ray,15/09/2018,3196,South-Eastern Metropolitan,2887,27,Kingston City Council
Boronia,4 Dinsdale Rd,3,h,,PI,Barry,15/09/2018,3155,Eastern Metropolitan,9704,25,Knox City Council
Box Hill,4/10 Victoria St,3,u,975000,PI,RW,15/09/2018,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council
Brighton,4 Hector St,4,h,1920000,S,Buxton,15/09/2018,3186,Southern Metropolitan,10579,10.5,Bayside City Council
Brighton,8/41 Kinane St,3,t,1202500,S,Buxton,15/09/2018,3186,Southern Metropolitan,10579,10.5,Bayside City Council
Brighton,3 Lewis St,3,h,1350000,VB,Jellis,15/09/2018,3186,Southern Metropolitan,10579,10.5,Bayside City Council
Brighton,400 New St,3,h,,W,Vicprop,15/09/2018,3186,Southern Metropolitan,10579,10.5,Bayside City Council
Brighton,3/568 New St,1,u,400000,VB,Gary,15/09/2018,3186,Southern Metropolitan,10579,10.5,Bayside City Council
Brighton,12/32 Outer Cr,3,u,,SP,Marshall,15/09/2018,3186,Southern Metropolitan,10579,10.5,Bayside City Council
Brighton,111 Roslyn St,5,h,2325000,PI,Marshall,15/09/2018,3186,Southern Metropolitan,10579,10.5,Bayside City Council
Brighton,47 Windermere Cr,4,h,,SP,Marshall,15/09/2018,3186,Southern Metropolitan,10579,10.5,Bayside City Council
Brighton,12 York St,4,t,,SN,Marshall,15/09/2018,3186,Southern Metropolitan,10579,10.5,Bayside City Council
Brighton East,2/6 Carr St,3,t,1105000,S,Buxton,15/09/2018,3187,Southern Metropolitan,6938,10.3,Bayside City Council
