"Daily Weather Observations for Melbourne (Olympic Park), Victoria for November 2025",,,,,,,,,,,
Prepared at 13:01 UTC on Wednesday 18 March 2026   IDCJDW3033.202511,,,,,,,,,,,
Copyright 2003 Commonwealth Bureau of Meteorology,,,,,,,,,,,
Observations were drawn from Melbourne (Olympic Park) {station 086338},,,,,,,,,,,
,,,,,,,,,,,
,Date,Min temperature (°C),Max temperature (°C),Total Rainfall (mm),Time of maximum  gust,Direction of wind,max wind speed (km/h),max  gust speed(km/h),max pressure (hPa),Max Humidity (%),Min Humidity (%)
,23/11/2020,15.6,16.2,6,20:30,SSW,20,28,1015.5,79,68
,24/11/2020,16.7,19,0,22:00,SE,6,11,1014.5,73,59
,25/11/2020,19.4,26.2,0,19:30,SSW,11,24,1011,78,48
,26/11/2020,13.9,18.7,0,22:30,SSE,15,24,1017.8,70,46
,27/11/2020,23.2,32.2,0,22:00,SSW,13,17,1007.1,55,30
,28/11/2020,17.4,19.5,0,20:30,SSW,11,20,1004.2,85,76
,29/11/2020,14.7,16.4,1,19:30,S,13,28,1016.9,71,61
,30/11/2020,20.3,24.9,0,20:00,S,4,11,1007.5,81,55
,1/12/2020,14.8,21.7,0.2,20:00,WSW,13,39,1016.9,47,30
,2/12/2020,13.9,16.2,0,19:30,S,15,24,1025.5,59,54
,3/12/2020,13.7,20.6,0,20:00,SSE,11,20,1017.7,72,49
,4/12/2020,15.3,20.2,0,22:00,SE,13,17,1014.2,78,56
,5/12/2020,16.1,22.2,1.4,22:00,WNW,24,39,998.3,60,43
,6/12/2020,16.6,19,1.4,21:00,NW,15,32,1001.6,50,45
,7/12/2020,11.3,13.7,5,20:00,W,19,32,1012.5,87,60
,8/12/2020,14.9,16.2,0,19:30,S,11,24,1020.2,66,54
,9/12/2020,16.1,18.2,0.2,22:10,S,17,24,1019.8,76,69
,10/12/2020,12.6,15.8,0,20:00,S,22,35,1029.2,66,51
,11/12/2020,15.5,21.1,0,22:00,SE,13,26,1026.1,60,37
,12/12/2020,18.3,26.5,0,19:30,SSE,13,26,1022,75,37
,13/12/2020,20.3,29.3,0,20:30,SSE,13,26,1017.3,77,28
,14/12/2020,23.4,32.9,0,19:30,NNW,13,19,1012.2,52,23
,15/12/2020,17.1,18.6,0,20:00,SSW,17,28,1016.6,88,83
,16/12/2020,18.1,21.2,0,21:00,SSE,22,39,1011.2,76,65
,17/12/2020,17.3,18.6,4,23:40,WSW,19,32,1007.4,94,72
,18/12/2020,13.3,17.2,0.2,19:00,SSE,17,26,1017.9,65,47
,19/12/2020,13.5,16.6,0,20:20,S,17,24,1019,60,49
,20/12/2020,13.4,18.1,0,20:30,SSE,15,30,1014.3,76,50
,21/12/2020,15.9,17.5,1.6,21:30,W,7,17,1005.9,100,94
,22/12/2020,15.2,16.1,6,20:00,SSW,33,50,1014.2,94,76
,23/12/2020,16.2,17,0,21:30,SSE,13,19,1019.8,72,66
,24/12/2020,14.8,16.3,0,20:40,S,22,32,1021.9,59,51
,25/12/2020,13.7,17.1,0,19:30,SSW,19,32,1019.7,84,57
,26/12/2020,18,25.9,0,20:30,SSE,11,17,1010.3,80,43
,27/12/2020,12.6,15.2,3.2,22:30,SSW,22,39,1011.6,98,67
,28/12/2020,13,16.4,0,21:30,SSE,11,22,1016,57,43
,29/12/2020,16,20.8,0,20:30,SSE,13,26,1019.1,80,46
,30/12/2020,16.5,18.9,0,21:30,S,17,26,1019.8,81,69
,31/12/2020,18.3,21.1,0,22:00,SE,13,20,1018.2,87,69
,1/01/2021,21.2,28,0,19:30,NNE,17,26,1014.2,67,37
,2/01/2021,18.5,19.9,9.4,19:30,SSE,11,19,1009.2,98,89
,3/01/2021,16.6,19.3,2.4,19:30,SW,13,28,1007.4,88,75
,4/01/2021,16,17.1,6,20:00,S,17,33,1011.8,100,80
,5/01/2021,16.8,18.4,0.4,20:00,S,20,30,1016.4,82,78
,6/01/2021,16.6,17.7,0,20:10,SSE,13,22,1022.1,77,69
,7/01/2021,18.1,23.9,0,21:00,SE,20,35,1023.9,61,40
,8/01/2021,18.7,22.8,0,18:40,SSW,20,26,1022.5,84,60
,9/01/2021,18.8,24,0,21:30,SSE,11,17,1020.4,82,49
,10/01/2021,23.1,30.3,0,21:00,SSE,6,11,1013.9,72,34
,11/01/2021,23.1,34.7,0,23:00,SSW,22,33,1008.5,60,18
,12/01/2021,15.2,19.5,0,20:00,S,13,24,1016.7,71,55
,13/01/2021,19,25.7,0,23:00,WSW,17,41,1012.2,75,47
,14/01/2021,16.9,20.6,0,21:00,S,13,26,1012.9,75,56
,15/01/2021,11.1,17.2,2.6,21:30,W,17,39,1011.8,87,44
,16/01/2021,15.2,18.3,0,20:00,SW,15,30,1016.1,73,55
,17/01/2021,15.5,17.4,0,21:30,S,15,28,1018.7,72,61
,18/01/2021,15.7,18.1,0,21:50,SSW,22,35,1019.3,79,68
,19/01/2021,13.5,16.7,0,21:30,SSE,15,26,1024.8,62,49
,20/01/2021,16,21.2,0,20:00,SSW,15,22,1019,81,57
,21/01/2021,20.2,30.3,0,23:30,WSW,9,19,1008.8,76,27
,22/01/2021,17.9,19.7,0,19:00,SSW,15,30,1013,80,69
,23/01/2021,19.3,26.6,0,21:00,SSW,15,22,1012.5,83,49
,24/01/2021,27.4,37.4,0,19:30,E,6,15,1004.1,47,21
,25/01/2021,20.7,22.2,0,21:30,SSW,13,24,1001.1,84,73
,26/01/2021,15.7,18.8,0.4,19:00,SSW,19,32,1012.6,70,62
,27/01/2021,18.5,24.4,0,20:00,SE,20,37,1015.2,69,40
,28/01/2021,20.1,24.2,0,21:50,ESE,13,19,1015.1,65,53
,29/01/2021,21.1,21.6,43,21:50,N,15,17,1008.3,94,85
,30/01/2021,17.2,17.8,0,19:30,S,22,32,1016.9,73,66
,31/01/2021,15.5,19.9,0,21:00,SSE,15,24,1016.6,77,55
,1/02/2021,16.5,17.9,0,21:20,SSW,20,30,1015.2,71,60
,2/02/2021,16.3,17.2,0,22:00,SSE,17,24,1018.8,61,56
,3/02/2021,16.4,23.1,0,21:00,SE,13,22,1008.7,69,47
,4/02/2021,24.3,29.6,0,19:40,ENE,7,13,1001.8,54,32
,5/02/2021,17,20.1,1.6,20:30,SSW,13,22,997.6,92,83
,6/02/2021,18.7,20.9,0.2,0:00,W,17,26,1005.7,74,59
,7/02/2021,15.7,16.9,0.4,19:00,S,19,28,1016.1,64,56
,8/02/2021,15.4,17.4,0,22:30,SSE,15,20,1019.1,70,60
,9/02/2021,17.3,23.5,0,19:40,SE,20,28,1014.7,75,51
,10/02/2021,21.1,27.4,0,21:30,SE,9,17,1010.6,76,48
,11/02/2021,23,31.5,0.2,19:00,NNE,20,35,1004.4,84,30
,12/02/2021,18.3,20.4,0,20:00,S,19,28,1010,68,51
,13/02/2021,16.7,18.4,0,20:00,S,15,28,1017.9,66,56
,14/02/2021,15.1,18.2,0,20:00,S,17,26,1021.3,73,61
,15/02/2021,18.8,22.3,0,20:00,SSW,11,19,1019.7,75,57
,16/02/2021,22.2,28.4,0,19:30,ESE,13,24,1020,59,41
,17/02/2021,20.7,25.8,0,22:00,ESE,9,15,1020.4,77,51
,18/02/2021,24.1,28.8,0,20:30,SE,13,24,1018.2,56,41
,19/02/2021,26.4,32,0,19:30,N,19,28,1012.1,40,28
,20/02/2021,19.2,20.1,0,19:30,SSW,17,30,1012.6,83,79
,21/02/2021,17.7,18.4,0,22:00,S,11,20,1012.3,72,65
,22/02/2021,15.8,17.2,0,21:30,SSW,22,35,1016.4,59,49
,23/02/2021,13.9,17.3,0,20:40,SSE,17,24,1020.9,62,50
,24/02/2021,14.9,18.4,0,20:00,S,13,24,1016.3,61,52
,25/02/2021,15.2,19.2,0.4,19:30,SSW,24,35,1012.8,90,60
,26/02/2021,14,17.7,0,20:00,S,11,26,1015.1,70,53
,27/02/2021,13.4,17.5,0,19:30,S,7,15,1014,93,66
,28/02/2021,19.3,25.8,0,20:00,SE,13,24,1009.8,79,38
,1/03/2021,15,17,0,21:30,SSW,24,37,1016.5,64,48
,2/03/2021,14.8,15.5,0,20:30,SSW,17,30,1019.8,59,54
,3/03/2021,15.2,15.9,0,19:40,SE,15,24,1019.8,67,54
,4/03/2021,15.9,19.8,1.4,22:30,WSW,17,33,1014.4,93,62
,5/03/2021,15,15.9,0,21:00,S,17,33,1016.5,63,57
,6/03/2021,13.9,17.2,0,19:20,SSW,15,19,1013.8,89,69
,7/03/2021,18.3,21.4,0,19:30,SSW,15,26,1010.1,80,57
,8/03/2021,14.6,16.6,2.6,23:20,SSW,15,28,1014,98,86
,9/03/2021,16,17,0.2,19:30,SSW,11,22,1020.8,70,63
,10/03/2021,14.5,18.9,0,20:30,SSE,13,19,1019.6,88,62
,11/03/2021,18.4,19.5,0,19:30,SW,11,17,1018.7,90,83
,12/03/2021,22,29.3,0,19:00,N,9,15,1011.2,57,35
,13/03/2021,14.4,15.7,15.8,21:30,SW,15,35,1017.6,93,61
,14/03/2021,12.9,15.4,0,21:50,SE,13,15,1024,68,49
,15/03/2021,15.9,18.8,0,23:30,S,13,24,1025.4,91,68
,16/03/2021,15.9,19.7,0,20:00,SW,11,17,1024.1,91,75
,17/03/2021,17.3,24.4,0,21:30,ESE,11,20,1023.6,75,45
,18/03/2021,17,20.6,0,22:30,S,2,9,1024.7,88,78
,19/03/2021,18.8,24.2,0,20:30,ESE,19,32,1025.6,73,49
,20/03/2021,19.3,21,0,20:50,ESE,20,24,1024.4,71,59
,21/03/2021,17.7,19.7,5.4,—,N,0,0,1020.4,100,98
,22/03/2021,18.3,19.7,9.6,23:30,W,7,11,1015,100,98
,23/03/2021,18.5,19.2,0,21:30,SW,11,13,1001.9,93,87
,24/03/2021,16.6,18.6,2.6,19:30,S,13,26,1002.7,98,73
,25/03/2021,15.5,17.9,0.2,22:00,W,11,20,1012.3,83,57
,26/03/2021,17.3,20,0,19:00,NNW,15,20,1011.3,62,48
,27/03/2021,14.6,17.3,0,23:40,WSW,9,13,1015.9,86,54
,28/03/2021,15.1,17.7,0,20:00,W,7,13,1021.2,85,64
,29/03/2021,11,17.9,1,15:30,SSW,20,35,1026.6,100,52
,30/03/2021,9.9,18.6,0,16:00,SW,15,24,1027.6,98,57
,31/03/2021,12.4,22.6,0,17:30,SSW,13,17,1026.9,100,50
,1/04/2021,12.9,29.5,0,16:30,SSW,11,19,1025,100,28
,2/04/2021,13.6,30.3,0,16:30,SSW,11,15,1026.5,91,27
,3/04/2021,17.2,31.6,0,16:00,NNW,28,35,1022.6,70,29
,4/04/2021,15.3,21.2,0,14:40,SSW,24,35,1021.2,91,47
,5/04/2021,13.1,18.9,0,17:40,S,20,28,1023.6,82,53
,6/04/2021,13,20,0,14:00,SSW,20,26,1023.7,88,58
,7/04/2021,15,23,0,17:00,SSW,13,20,1020.8,97,58
,8/04/2021,15.4,29,0,14:00,NNW,28,41,1014.5,100,22
,9/04/2021,13.9,25.6,~20.0,14:30,S,20,33,1010.1,98,26
,10/04/2021,8.1,17.7,~8.0,14:50,WSW,30,39,1010.8,78,39
,11/04/2021,8.2,14.4,~30.0,13:40,SSW,30,48,1021.3,92,51
,12/04/2021,10.3,16.6,~10.0,14:20,S,17,24,1023.7,99,63
,13/04/2021,7.8,19.6,0.6,14:30,N,37,52,1020.9,100,33
,14/04/2021,14.3,20.8,0,6:00,SW,22,32,1015.7,69,45
,15/04/2021,13,19.9,1,14:30,WSW,17,39,1019.9,86,40
,16/04/2021,11.6,14.9,1,15:30,SSW,13,24,1025.1,78,50
,17/04/2021,12.6,17.3,0,15:00,S,13,22,1025.7,76,43
,18/04/2021,13.6,18.7,0,11:20,NNW,17,20,1023.9,79,55
,19/04/2021,12,20.1,0,13:30,NNW,17,30,1019.6,95,41
,20/04/2021,9.8,18.7,10.4,19:10,SSW,22,35,1016.2,91,43
,21/04/2021,7.2,14.6,10.4,11:30,SSW,15,30,1019.2,87,44
,22/04/2021,11.4,16.9,0,16:30,WSW,17,28,1015.7,83,46
,23/04/2021,12.2,16.6,0.4,12:00,SSW,20,32,1022,89,50
,24/04/2021,10,18,2.6,16:00,SSW,17,30,1025.3,100,47
,25/04/2021,10,16.1,1.2,19:10,SSW,17,24,1027.2,100,66
,26/04/2021,10.9,17.6,0.6,10:50,SSW,17,20,1028.1,100,57
,27/04/2021,9.3,16.5,0.6,16:00,SSW,13,19,1029.5,100,67
,28/04/2021,7.5,16.7,0.4,16:00,SSW,17,20,1026.5,100,63
,29/04/2021,8.2,18.2,0,16:00,SSW,15,20,1026.2,100,62
,30/04/2021,9.7,24.3,0,14:20,NNE,19,30,1027,100,31
,1/05/2021,11.3,24.5,0,11:30,NNW,22,32,1027.3,78,35
,2/05/2021,14,25.9,0,14:30,N,26,37,1024.1,73,33
,3/05/2021,12.5,17.8,11.4,15:30,S,17,22,1022.2,100,67
,4/05/2021,7.2,16.9,30.8,16:00,S,22,35,1026.2,100,50
,5/05/2021,7.2,17,0,20:40,SSE,19,20,1026.2,100,52
,6/05/2021,7.7,21.6,0.2,0:30,WNW,15,20,1022.2,100,55
,7/05/2021,10.6,21.5,0.2,13:30,S,11,13,1015.7,100,30
,8/05/2021,9.9,19.3,0.4,17:00,WSW,15,24,1017.9,100,54
,9/05/2021,11,20.3,0.4,12:30,NNW,19,26,1018.4,100,41
,10/05/2021,10.7,16.6,15.4,0:00,S,22,41,1013.9,100,63
,11/05/2021,10.3,16.1,0.8,19:00,SE,24,37,1026.4,100,68
,12/05/2021,7.3,18,0.8,3:30,SSE,17,20,1026.3,100,51
,13/05/2021,8.2,17.2,4.2,12:00,N,20,39,1017.2,96,49
,14/05/2021,8,14.7,0,13:00,WNW,20,33,1015,76,51
,15/05/2021,7.3,12.6,7.4,4:30,SSW,24,54,1023.5,87,50
,16/05/2021,9.1,14.9,0.2,16:00,WNW,19,32,1022.8,87,54
,17/05/2021,10,14.7,0.4,15:00,SSW,15,26,1028.4,91,52
,18/05/2021,10.1,15.8,0,11:50,N,19,20,1029.1,78,56
,19/05/2021,10,18.4,0,0:00,N,22,32,1027.9,82,45
,20/05/2021,10.2,16.9,0,1:00,N,26,35,1031.4,90,43
,21/05/2021,6.2,17.6,0,14:00,S,11,17,1032,100,42
,22/05/2021,3.6,19,0,14:00,N,24,30,1027.9,91,35
,23/05/2021,6.1,20.1,0,13:50,NNE,17,24,1027.6,92,39
,24/05/2021,7.1,19.7,0,16:00,NNE,17,26,1027.4,98,45
,25/05/2021,12.3,20.4,5,13:00,N,35,50,1019.2,90,45
,26/05/2021,10.2,14.6,5,5:00,NW,19,35,1023.5,72,52
,27/05/2021,10.2,14.7,0.4,15:30,WSW,19,33,1027.9,95,65
,28/05/2021,11.1,13.5,0.4,12:30,S,22,33,1034.4,69,47
,29/05/2021,5.5,13.1,0,18:30,SE,11,15,1034.4,96,55
,30/05/2021,1.8,14.1,0,15:10,SW,9,11,1031.7,99,48
,31/05/2021,3.2,15.7,0,13:50,N,24,28,1025.9,92,47
,1/06/2021,8.6,15.5,0,12:00,N,26,37,1021.5,67,48
,2/06/2021,10.3,19.4,0,13:10,NNW,20,30,1018.8,72,42
,3/06/2021,10.1,16.8,0.2,5:30,WSW,11,26,1015.1,100,61
,4/06/2021,4,12.8,2,12:30,S,19,37,1022.1,100,46
,5/06/2021,4,12.7,0,15:00,N,26,44,1021.7,85,52
,6/06/2021,10.4,14.5,0,11:00,N,28,37,1022.5,87,71
,7/06/2021,11.2,17,0,12:30,N,41,50,1018.8,78,42
,8/06/2021,8.8,12.9,2.8,0:40,N,28,37,1007.5,91,65
,9/06/2021,7.8,13.3,11.8,9:10,SSE,39,65,1011,98,78
,10/06/2021,7.6,15,12,4:00,SSE,39,67,1014,97,70
,11/06/2021,6.9,14.8,2.4,0:00,WNW,11,20,1016.7,100,79
,12/06/2021,11.3,16.2,9.4,11:30,W,17,28,1017.7,100,57
,13/06/2021,9.9,15.3,0,10:50,NW,15,17,1019.1,99,63
,14/06/2021,9.8,16.2,0,13:30,N,17,22,1018.1,97,54
,15/06/2021,7,15.9,0,13:30,N,17,24,1017.5,97,55
,16/06/2021,9,15.6,1.8,13:00,N,24,41,1014,96,55
,17/06/2021,7.9,12.9,0.8,11:30,NNW,13,20,1010.9,94,65
,18/06/2021,6.3,13.1,1.8,13:40,SSW,19,26,1020,100,89
,19/06/2021,8.1,15.9,2.2,14:20,SSW,20,28,1027.5,100,56
,20/06/2021,5.4,14.3,0,0:00,NNE,11,15,1027.4,100,64
,21/06/2021,4,15.2,0.2,12:30,N,17,26,1028.9,100,51
,22/06/2021,3.7,15.9,0,14:00,N,22,28,1030,100,52
,23/06/2021,12.6,15,0,12:30,N,30,44,1022.8,85,55
,24/06/2021,10.1,16.3,0,23:30,N,26,39,1010.8,95,50
,25/06/2021,10.5,12.9,5.2,0:00,N,22,33,1015.7,100,76
,26/06/2021,9.8,12.9,5.6,22:30,NNW,19,28,1021.8,94,50
,27/06/2021,8.1,14.9,0,13:30,S,11,17,1031.3,100,69
,28/06/2021,6.5,14.9,0,12:30,NNW,15,24,1032.9,100,52
,29/06/2021,4.3,16.5,0,14:10,N,24,35,1032.5,96,54
,30/06/2021,5.6,16.8,0,14:30,N,24,35,1026.9,100,55
,1/07/2021,10.6,16.9,0,15:20,N,28,35,1022.5,90,55
,2/07/2021,8.2,14.4,6.6,15:30,N,26,35,1017,95,72
,3/07/2021,6.7,10.1,6.6,14:00,N,32,41,1016.5,82,59
,4/07/2021,7.6,12.8,0.4,15:30,NW,20,43,1021.5,83,62
,5/07/2021,4.6,13,0.4,13:00,SW,13,22,1023.5,92,64
,6/07/2021,7.8,12.9,0,18:00,N,17,20,1024.6,77,53
,7/07/2021,6.7,12.8,0,14:00,NNE,13,20,1026.4,80,45
,8/07/2021,4.2,12,0,14:00,NNE,13,20,1024.5,100,53
,9/07/2021,2,11.5,0,15:30,SSW,11,15,1020.2,100,62
,10/07/2021,3.3,13.4,0,15:30,SSW,11,15,1026.3,100,69
,11/07/2021,6,15.3,0,13:30,N,28,39,1026.3,100,48
,12/07/2021,11.3,16,0.4,14:00,N,33,50,1019.7,84,43
,13/07/2021,9.4,14.1,0.4,11:30,N,28,37,1015,83,67
,14/07/2021,9.9,13.8,3,6:00,N,26,44,1006.7,95,63
,15/07/2021,11.3,16.7,3,15:30,N,24,39,999.8,95,62
,16/07/2021,10.5,14.8,0.2,16:00,NNW,30,39,993.9,85,52
,17/07/2021,7.8,13.7,4.2,8:10,NNW,24,33,1008.2,96,60
,18/07/2021,9.4,14.2,4.2,0:50,WNW,17,26,1017.4,89,59
,19/07/2021,9.5,13,0.6,23:30,N,19,30,1017.1,82,63
,20/07/2021,6.7,11.3,10.6,17:30,SW,26,50,1017.5,95,58
,21/07/2021,6.6,13.3,10.8,1:00,W,13,26,1021.3,99,64
,22/07/2021,5.2,11.7,0.6,14:00,N,22,41,1016.9,94,58
,23/07/2021,7.9,10.9,0,15:30,N,24,37,1008.2,80,62
,24/07/2021,6.3,14.2,0.8,13:30,NNW,22,44,1003.4,80,45
,25/07/2021,8.6,12.6,0.8,12:50,NNW,33,41,1008.4,74,47
,26/07/2021,9.7,16.3,0,13:50,NNW,30,41,1012.2,84,56
,27/07/2021,10.4,16.9,0,21:10,N,48,63,1011.4,74,40
,28/07/2021,8.4,16.4,1.8,10:00,WNW,20,44,1008.1,77,42
,29/07/2021,7,15.1,0.8,14:30,N,19,33,1015.9,77,47
,30/07/2021,8.2,14.7,0,11:30,N,39,57,1016.1,73,44
,31/07/2021,9.5,17.8,0,13:00,N,33,48,1009.4,100,42
,1/08/2021,7.3,15.6,18,15:30,SW,22,24,1015.5,100,38
,2/08/2021,6.8,15.2,0,12:30,N,32,48,1016.4,79,42
,3/08/2021,8.2,14.5,4.8,12:30,NW,17,35,1012.9,94,53
,4/08/2021,8.2,14.4,0.6,16:30,W,17,30,1019.1,91,60
,5/08/2021,9.8,15.4,0.6,17:00,WSW,17,30,1022.6,89,56
,6/08/2021,11,14.1,0.2,20:30,NNW,19,28,1025.3,88,60
,7/08/2021,7.9,14.9,0,6:10,NW,19,30,1030.9,100,60
,8/08/2021,6,16.1,0.6,10:30,NNE,11,13,1032.7,100,50
,9/08/2021,7.3,16,0,14:00,N,20,30,1028.7,92,56
,10/08/2021,9.6,17.5,0,11:30,N,37,50,1023.3,91,41
,11/08/2021,10,19.1,2.8,11:30,N,35,52,1019.9,83,35
,12/08/2021,8.3,15.9,2.8,10:30,NNW,20,32,1027,79,50
,13/08/2021,7.7,17.3,0,13:10,NW,22,32,1027.4,87,39
,14/08/2021,7.1,17.9,0,17:00,NNW,17,28,1028.7,89,39
,15/08/2021,10.2,18.8,0,15:30,NW,22,54,1024.9,81,29
,16/08/2021,10.5,14.3,0.2,16:30,W,17,32,1024.9,83,59
,17/08/2021,9.8,13.6,0.6,15:30,S,15,26,1026.2,100,72
,18/08/2021,7.9,15.4,0.6,21:30,N,11,19,1026,100,53
,19/08/2021,9.8,16.9,0.4,18:00,N,15,28,1023.3,84,49
,20/08/2021,8.7,16.9,1,14:30,N,37,50,1019.4,84,50
,21/08/2021,10.7,19.9,1,15:30,NW/NNW,22,33,1016.2,74,40
,22/08/2021,11.4,22,0,15:00,NNW,41,57,1015.8,79,29
,23/08/2021,6.6,18.5,10.4,2:00,NNW,30,48,1017.6,100,33
,24/08/2021,8,12.7,2.2,10:00,S,22,37,1023.4,99,46
,25/08/2021,6.6,14,2.2,16:30,S,20,37,1023.6,99,51
,26/08/2021,5.6,12.7,1.2,17:30,SE,15,32,1022.8,100,50
,27/08/2021,4.7,13.5,0,15:00,NNW,24,39,1020.3,100,31
,28/08/2021,5.4,17.5,0,15:00,NNW,26,39,1018.8,100,31
,29/08/2021,7.9,16,3.8,8:00,N,20,33,1014.5,100,47
,30/08/2021,6.4,17.3,4,14:50,NNW,33,44,1016.1,94,42
,31/08/2021,12,19.8,0,16:30,N,39,61,1020.2,66,42
,1/09/2021,10,23.5,0,16:30,N,30,33,1023.7,92,35
,2/09/2021,15.5,26.5,0,12:10,N,39,61,1022.1,60,23
,3/09/2021,10.8,21.2,37,17:30,SSW,35,28,1017.3,100,52
,4/08/2021,8.2,14.4,0.6,16:30,W,17,30,1019.1,91,60
,5/09/2021,10.6,11.5,0.4,20:20,W,17,26,1024.8,83,73
,6/09/2021,10.5,13,0,22:20,W,13,17,1030.8,85,66
,7/09/2021,11.6,12.8,0,23:10,SW,9,13,1032.3,89,78
,8/09/2021,14.2,16.2,0,21:00,N,20,28,1026.6,66,58
,9/09/2021,14.4,21.3,0,19:40,SW,19,37,1021.2,74,31
,10/09/2021,16,17.4,0,21:00,N,22,33,1016.9,60,54
,11/09/2021,14.5,16.2,0,21:30,W,9,19,1004.2,71,57
,12/09/2021,7.7,9.5,3,22:00,NNE,11,13,1012.7,100,82
,13/09/2021,7.1,11,0,19:30,SSE,13,22,1025.7,96,61
,14/09/2021,8.8,11.4,0.2,22:00,SSE,13,17,1027.3,92,67
,15/09/2021,7.7,11.3,0,20:40,SSE,15,24,1025.4,85,69
,16/09/2021,8.8,10.8,0,23:30,NNE,11,15,1020.7,99,80
,17/09/2021,13.5,19.3,0.8,21:30,N,33,57,1009.3,87,48
,18/09/2021,9.1,11.1,0.8,20:30,N,11,17,1019.3,76,66
,19/09/2021,14.5,16.3,0,21:00,NNW,22,35,1011.9,72,52
,20/09/2021,6.4,6.8,2.4,22:30,WNW,15,28,1018.3,79,74
,21/09/2021,11,11.7,0,20:00,WSW,13,20,1027.6,84,63
,22/09/2021,10.5,13.1,0,—,N,0,0,1023.8,100,83
,23/09/2021,14,18.2,0,19:30,NNW,17,22,1014.7,64,47
,24/09/2021,9.8,11.8,0,20:00,WSW,20,32,1015.2,72,64
,25/09/2021,8.1,10.4,0.2,22:00,SSE,13,19,1026.5,82,57
,26/09/2021,6.7,11.2,0,20:00,SSE,9,13,1025,94,63
,27/09/2021,10.9,15.9,0,22:00,N,11,17,1018.8,62,44
,28/09/2021,13.3,18.1,0,20:00,SE,11,20,1016,78,47
,29/09/2021,13.5,15.3,1.4,19:30,SE,19,30,1012,99,82
,30/09/2021,14.6,15.1,15.6,19:50,NNW,17,24,1004,100,100
,1/10/2021,14,15.4,7.2,20:50,SW,13,15,1006.2,100,94
,2/10/2021,12.8,14.2,0,23:00,SSW,9,17,1006.8,100,100
,3/10/2021,15.4,16.1,1,23:10,N,19,24,999.5,88,77
,4/10/2021,12,14.8,2,22:00,NW,19,33,1003.6,77,47
,5/10/2021,11.5,15.2,0.2,19:00,WSW,13,26,1015.7,67,50
,6/10/2021,18.1,19.6,0,22:30,N,17,28,1007.9,52,41
,7/10/2021,9,13.1,0,19:30,SSW,9,15,1017.4,93,60
,8/10/2021,14.3,19.8,0,19:30,N,19,32,1013.8,58,36
,9/10/2021,12.2,16.5,2.2,22:00,SSE,17,20,1014.6,88,58
,10/10/2021,8.7,12.1,0,21:40,SSW,26,32,1017.2,88,56
,11/10/2021,9,12.1,0,19:30,SSE,15,24,1020.9,70,54
,12/10/2021,12.6,16.7,0,21:10,S,7,9,1013.8,80,55
,13/10/2021,11,17.2,3.6,22:30,W,19,28,1007.8,93,65
,14/10/2021,11.1,16,0.6,20:20,ESE,17,24,1005.4,96,46
,15/10/2021,11.2,11.5,15,0:00,W,19,39,1001.9,96,94
,16/10/2021,11.7,12.9,0.4,19:30,S,19,35,1014,82,72
,17/10/2021,10.9,14.5,0,20:30,S,6,9,1014.3,88,58
,18/10/2021,11.6,13.1,0.6,22:00,S,15,28,1018.9,98,78
,19/10/2021,12.2,15,0,21:30,SE,15,28,1024.7,87,72
,20/10/2021,16.2,20.7,0,20:00,SE,7,15,1016.2,81,55
,21/10/2021,18.8,22.8,0,21:00,NNE,7,11,1014,63,44
,22/10/2021,14.3,15.9,4.2,22:30,SSW,17,30,1014.8,100,95
,23/10/2021,11.3,13.3,1.2,0:00,SSW,20,39,1021.1,85,66
,24/10/2021,11.7,12.4,0,23:40,SSW,20,30,1022.6,64,50
,25/10/2021,10.3,12.5,0,22:30,S,15,20,1021.7,69,57
,26/10/2021,12,15.7,0,21:00,SSE,7,13,1018.5,92,59
,27/10/2021,18.9,24,0,19:50,NE,22,26,1010.9,44,30
,28/10/2021,15.5,18.7,4.2,23:30,NNE,20,44,1002.5,100,79
,29/10/2021,9.7,12.7,0.6,20:30,S,20,37,1018.1,66,49
,30/10/2021,10.5,12.9,0.4,22:00,SSW,7,15,1025.8,78,61
,31/10/2021,11.8,17.4,0,19:30,S,6,13,1024.8,79,50
,1/11/2021,15,20.5,0,20:00,SSE,15,19,1023.8,92,42
,2/11/2021,23.7,27.3,0,22:30,NE,15,24,1017.6,42,34
,3/11/2021,14.4,17.8,43,23:00,SSW,15,30,1022.1,100,95
,4/11/2021,13.6,15.7,0,19:30,S,15,24,1025.7,85,66
,5/11/2021,17.1,21.8,0,19:30,SSW,9,13,1014.3,100,69
,6/11/2021,15.2,20.3,14.8,23:30,SSW,20,32,1008,100,81
,7/11/2021,12.9,14.7,0.2,22:10,SSE,17,20,1010.9,69,61
,8/11/2021,10.4,15.5,0,20:00,S,13,20,1013.5,80,46
,9/11/2021,15.3,18.4,0,19:00,SSE,9,13,1011.2,65,41
,10/11/2021,9.9,13.3,10,0:00,W,11,20,1010.6,86,64
,11/11/2021,13,14.3,0,19:30,SSE,20,28,1004.3,73,53
,12/11/2021,12.2,12.7,5.2,18:40,SE,24,32,1002.3,92,79
,13/11/2021,10.2,12.9,1.6,19:30,S,19,32,1008.4,66,55
,14/11/2021,11,13.2,1.4,23:30,NW,20,33,1004.3,61,48
,15/11/2021,9.5,12.3,0.2,21:30,WSW,11,26,1015.6,63,50
,16/11/2021,11.9,12.9,0,19:00,S,11,19,1023.3,76,63
