ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Address,Latitude,Longitude
Kelly Club OSHC Nazareth Catholic Primary School,KELLY CLUB AUSTRALIA PTY LTD ATF KELLY CLUB AUSTRALIA UNIT TRUST,Centre-Based Care,"Nazareth Catholic Primary School, 14-16 Griffith St",GROVEDALE,VIC,3216,413039156,"Nazareth Catholic Primary School, 14-16 Griffith St, GROVEDALE, VIC, 3216, Australia",,
Lorne Street Kindergarten at Fawkner Primary School,Northern Schools Early Years Cluster Inc.,Centre-Based Care,"Fawkner Primary School, 40 Lorne St",FAWKNER,VIC,3060,393595635,"Fawkner Primary School, 40 Lorne St, FAWKNER, VIC, 3060, Australia",-37.7152026,144.9739608
Mother Teresa Catholic Primary School OSHC - Extend,Extend (Australia) Pty Ltd,Centre-Based Care,5-15 Windrock Ave,CRAIGIEBURN,VIC,3064,1300366437,"5-15 Windrock Ave, CRAIGIEBURN, VIC, 3064, Australia",-37.5758407,144.9333206
Community Kids Haven Knoxfield Early Learning & Kinder,Al-ishraaq Pty Ltd ATF Ahsan's Family Trust,Centre-Based Care,1563 Ferntree Gully Rd,KNOXFIELD,VIC,3180,397532666,"1563 Ferntree Gully Rd, KNOXFIELD, VIC, 3180, Australia",-37.8951383,145.2487758
Pentland Afterschool Care Program,Pentland Child Care & Kindergarten Centre Pty Ltd,Centre-Based Care,88 Wittick St,DARLEY,VIC,3340,353675248,"88 Wittick St, DARLEY, VIC, 3340, Australia",-37.6520053,144.4252691
Jumbo South Wharf,Jumbo South Wharf Pty Ltd The Trustee for Jumbo South Wharf Unit Trust,Centre-Based Care,"Shop 1-101, 20 Convention Centre Pl",SOUTH WHARF,VIC,3006,390991180,"Shop 1-101, 20 Convention Centre Pl, SOUTH WHARF, VIC, 3006, Australia",,
Team Holiday - Camberwell South,TEAM HOLIDAY PTY LTD,Centre-Based Care,Peate Ave,GLEN IRIS,VIC,3146,1300035000,"Peate Ave, GLEN IRIS, VIC, 3146, Australia",-37.8481786,145.0627797
Team Holiday - Glen Iris,TEAM HOLIDAY PTY LTD,Centre-Based Care,"Glen Iris Primary School, 170 Glen Iris Rd",GLEN IRIS,VIC,3146,1300035000,"Glen Iris Primary School, 170 Glen Iris Rd, GLEN IRIS, VIC, 3146, Australia",-37.8601506,145.0655871
Wesley College (St Kilda) OSHC - Extend,Extend (Australia) Pty Ltd,Centre-Based Care,"Wesley College, 577 St Kilda Rd",MELBOURNE,VIC,3004,1300366437,"Wesley College, 577 St Kilda Rd, MELBOURNE, VIC, 3004, Australia",,
Wesley College (Glen Waverley) OSHC - Extend,Extend (Australia) Pty Ltd,Centre-Based Care,620 High Street Road,GLEN WAVERLEY,VIC,3150,1300366437,"620 High Street Road, GLEN WAVERLEY, VIC, 3150, Australia",-37.8722149,145.1485507
Wesley College (Elsternwick) OSHC - Extend,Extend (Australia) Pty Ltd,Centre-Based Care,"Wesley College, 5 Gladstone Pde",ELSTERNWICK,VIC,3185,1300643712,"Wesley College, 5 Gladstone Pde, ELSTERNWICK, VIC, 3185, Australia",-37.8895184,145.0098717
Murray Street Early Learning Centre,NICKELL PTY LTD ATF NICKELL UNIT TRUST,Centre-Based Care,1 Murray St,CLAYTON,VIC,3168,395626748,"1 Murray St, CLAYTON, VIC, 3168, Australia",-37.9180909,145.1218237
Team Holiday - Rowville,TEAM HOLIDAY PTY LTD,Centre-Based Care,Wentworth Ave,ROWVILLE,VIC,3178,1300035000,"Wentworth Ave, ROWVILLE, VIC, 3178, Australia",-37.9196347,145.2627238
Story House Early Learning MacKillop Way,Story House Early Learning No 1 Pty Ltd,Centre-Based Care,1 MacKillop Way,CLYDE NORTH,VIC,3978,390086096,"1 MacKillop Way, CLYDE NORTH, VIC, 3978, Australia",-38.1171233,145.3191294
Elouera Early Learning,Elouera Education Pty Ltd ATF Elouera Education Unit Trust,Centre-Based Care,279 North Rd,CAULFIELD SOUTH,VIC,3162,391911050,"279 North Rd, CAULFIELD SOUTH, VIC, 3162, Australia",-37.9017272,145.0243565
Team Holiday - Newtown,TEAM HOLIDAY PTY LTD,Centre-Based Care,"Chilwell Primary School, 313a Pakington St",NEWTOWN,VIC,3220,1300035000,"Chilwell Primary School, 313a Pakington St, NEWTOWN, VIC, 3220, Australia",-38.1550241,144.3445552
Camp Australia - St Albans East Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,"St Albans East Primary School, 25 McArthur Ave",ST ALBANS,VIC,3021,428485844,"St Albans East Primary School, 25 McArthur Ave, ST ALBANS, VIC, 3021, Australia",-37.7424484,144.810994
Greenvue Kindergarten,GREENVUE KINDERGARTEN PTY. LTD.,Centre-Based Care,6 Wootten Rd,TARNEIT,VIC,3029,03 9749 6262,"6 Wootten Rd, TARNEIT, VIC, 3029, Australia",-37.8598054,144.6599681
Christ the Priest OSHClub,OSHCLUB PTY LTD,Centre-Based Care,"Christ the Priest Primary School, 54 Caroline Springs Bvd",CAROLINE SPRINGS,VIC,3023,427136697,"Christ the Priest Primary School, 54 Caroline Springs Bvd, CAROLINE SPRINGS, VIC, 3023, Australia",-37.7473892,144.7379522
Community Kids Hoppers Crossing Early Education Centre,G8 Education Limited,Centre-Based Care,693 Sayers Rd,HOPPERS CROSSING,VIC,3029,385602800,"693 Sayers Rd, HOPPERS CROSSING, VIC, 3029, Australia",-37.8478362,144.6809408
Where We Grow - Gembrook,S & E EDUCATION PTY LTD,Centre-Based Care,103 MAIN STREET,GEMBROOK,VIC,3783,359681008,"103 MAIN STREET, GEMBROOK, VIC, 3783, Australia",-37.9530956,145.5534277
York Street Kindergarten at Glenroy West Primary School,Northern Schools Early Years Cluster Inc.,Centre-Based Care,"Glenroy West Primary School, 60 William St",GLENROY,VIC,3046,393043308,"Glenroy West Primary School, 60 William St, GLENROY, VIC, 3046, Australia",-37.7059763,144.9086853
Rivercrest Early Learning Centre,CREST EDUCATION LTD,Centre-Based Care,500 Soldiers Rd,CLYDE NORTH,VIC,3978,397039777,"500 Soldiers Rd, CLYDE NORTH, VIC, 3978, Australia",-38.0853776,145.3642563
Camp Australia - Flinders Christian College OSHC,Camp Australia Pty Limited,Centre-Based Care,100a Ballarto Rd,CARRUM DOWNS,VIC,3201,404801367,"100a Ballarto Rd, CARRUM DOWNS, VIC, 3201, Australia",-38.115678,145.1806027
Alamanda Kindergarten,Early Childhood Management Services Inc,Centre-Based Care,21 Prudence Parade,POINT COOK,VIC,3030,383531722,"21 Prudence Parade, POINT COOK, VIC, 3030, Australia",-37.9084685,144.7404257
Future Super Stars ELC Sunshine Pty Ltd,FUTURE SUPER STARS ELC SUNSHINE PTY LTD,Centre-Based Care,11 Simmie St,SUNSHINE WEST,VIC,3020,390411881,"11 Simmie St, SUNSHINE WEST, VIC, 3020, Australia",-37.7896288,144.816599
Ignite Minds Pty Ltd,IGNITE MINDS PTY. LTD.,Family Day Care,"1-3 St Heliers St, SHG.034",ABBOTSFORD,VIC,3067,90361504,"1-3 St Heliers St, SHG.034, ABBOTSFORD, VIC, 3067, Australia",,
Acacia Children's Centre - St Albans,Acacia Indo-chinese Community Support Association Inc,Centre-Based Care,159 Taylors Rd,ST ALBANS,VIC,3021,393569731,"159 Taylors Rd, ST ALBANS, VIC, 3021, Australia",-37.728284,144.7982122
Kids in Action Family Day Care,KIDS IN ACTION FAMILY DAY CARE PTY. LTD.,Family Day Care,2 Leeds Wkwy,DERRIMUT,VIC,3026,03 9390 0298,"2 Leeds Wkwy, DERRIMUT, VIC, 3026, Australia",-37.7934761,144.7608298
Happy Campers Family Day Care,HAPPY CAMPERS FAMILY DAY CARE PTY LTD ATF BECWILL FAMILY TRUST,Family Day Care,19 Palpera Tce,GREENSBOROUGH,VIC,3088,448904911,"19 Palpera Tce, GREENSBOROUGH, VIC, 3088, Australia",-37.68272,145.1052446
Special World Family Day Care,Special World Pty. Ltd.,Family Day Care,2 CALLAWAY CR,MERNDA,VIC,3754,394040939,"2 CALLAWAY CR, MERNDA, VIC, 3754, Australia",-37.5972749,145.0840169
Kathleen Millikan Centre,Glenelg Shire Council,Centre-Based Care,1-7 Jackson St,CASTERTON,VIC,3311,1300 453 635,"1-7 Jackson St, CASTERTON, VIC, 3311, Australia",-37.5856301,141.406159
TIME2PLAY FAMILY DAY CARE SERVICE PTY LTD,TIME2PLAY FAMILY DAY CARE SERVICE PTY LTD,Family Day Care,U 211  1510 Pascoe Vale Rd,COOLAROO,VIC,3048,393087447,"U 211  1510 Pascoe Vale Rd, COOLAROO, VIC, 3048, Australia",,
Sparrow Early Learning Waterford Rise,Sparrow Nest Early Learning No 1 Pty Ltd,Centre-Based Care,1 Crole Drive,WARRAGUL,VIC,3820,356110334,"1 Crole Drive, WARRAGUL, VIC, 3820, Australia",-38.1496444,145.9058143
Henry Family Children's Centre,One Tree Community Services Inc,Centre-Based Care,145 Henry Rd,PAKENHAM,VIC,3810,391128760,"145 Henry Rd, PAKENHAM, VIC, 3810, Australia",-38.0767757,145.4418138
Bug-A-Lugs Indoor Play Centre,J CLAPHAM PTY LTD,Centre-Based Care,3 Hoyle Ct,KYNETON,VIC,3444,54222767,"3 Hoyle Ct, KYNETON, VIC, 3444, Australia",-37.2421025,144.4580378
Bubup Womindjeka Family and Children's Centre,Bubup Womindjeka Family & Children’s Centre Association Inc,Centre-Based Care,85 Liardet St,PORT MELBOURNE,VIC,3207,396768400,"85 Liardet St, PORT MELBOURNE, VIC, 3207, Australia",-37.8401244,144.944257
Connie Benn Early Learning Centre,Yarra City Council,Centre-Based Care,160 Brunswick St,FITZROY,VIC,3065,394261515,"160 Brunswick St, FITZROY, VIC, 3065, Australia",-37.8026788,144.9780369
Aurora School Community Kindergarten,Aurora School Council,Centre-Based Care,88 Holland Rd,BLACKBURN SOUTH,VIC,3130,388789878,"88 Holland Rd, BLACKBURN SOUTH, VIC, 3130, Australia",-37.8457509,145.1499281
Toolamba Preschool,Goulburn Region Preschool Association Inc,Centre-Based Care,69-77 Wren St,TOOLAMBA,VIC,3614,358265320,"69-77 Wren St, TOOLAMBA, VIC, 3614, Australia",-36.4902131,145.3384954
Beechworth Montessori,Beechworth Montessori Children's Group Inc,Centre-Based Care,42 Gilchrist Ave,BEECHWORTH,VIC,3747,357282940,"42 Gilchrist Ave, BEECHWORTH, VIC, 3747, Australia",-36.3673335,146.6927728
Newport Gardens Early Years Centre,Early Childhood Management Services Inc,Centre-Based Care,51 Maddox Rd,NEWPORT,VIC,3015,393910294,"51 Maddox Rd, NEWPORT, VIC, 3015, Australia",-37.8457974,144.8686838
Lets Go Family Day Care,Mrs Olivia Janeil Moller,Family Day Care,4 Hillrise Cres,CHIRNSIDE PARK,VIC,3116,03 5964 6131,"4 Hillrise Cres, CHIRNSIDE PARK, VIC, 3116, Australia",-37.7607258,145.3042707
Small Miracles Family Day Care Pty Ltd,SMALL MIRACLES FAMILY DAY CARE PTY LTD,Family Day Care,22 Herbert St,FOOTSCRAY,VIC,3011,99726797,"22 Herbert St, FOOTSCRAY, VIC, 3011, Australia",-37.7968346,144.8934461
Camp Australia - Ballarat Grammar School OSHC,Camp Australia Pty Limited,Centre-Based Care,"Ballarat Grammar School, 201 Forest St",WENDOUREE,VIC,3355,404798125,"Ballarat Grammar School, 201 Forest St, WENDOUREE, VIC, 3355, Australia",-37.5370557,143.8301201
Little Blessings ELC,M & M SOLIMAN PTY LTD,Centre-Based Care,1 Milton Avenue,CLAYTON SOUTH,VIC,3169,395435039,"1 Milton Avenue, CLAYTON SOUTH, VIC, 3169, Australia",-37.9334871,145.1312244
Cheeky Clouds Early Learning Centre,CHEEKY CLOUDS PTY LTD,Centre-Based Care,3-5 Purnell Rd,CORIO,VIC,3214,352754445,"3-5 Purnell Rd, CORIO, VIC, 3214, Australia",-38.0753577,144.3673847
Mirboo North Early Learning Centre,Young Mens Christian Association Of Ballarat Inc,Centre-Based Care,6 Brennan St,MIRBOO NORTH,VIC,3871,343290493,"6 Brennan St, MIRBOO NORTH, VIC, 3871, Australia",-38.4015717,146.1555584
Cherry Lane Children's Centre,CHERRY LANE CHILDREN'S CENTRE PTY LTD,Centre-Based Care,6-8 Andrew St,SEAFORD,VIC,3198,03 9786 2880,"6-8 Andrew St, SEAFORD, VIC, 3198, Australia",-38.1206317,145.141003
Community Kids Berwick Early Education Centre,G8 Education Limited,Centre-Based Care,"Childcare Centre, 9-11 Homestead Rd",BERWICK,VIC,3806,397022666,"Childcare Centre, 9-11 Homestead Rd, BERWICK, VIC, 3806, Australia",,
WINDERMERE CHILD AND FAMILY SERVICES,WINDERMERE CHILD & FAMILY SERVICES INC,Centre-Based Care,3061 Westernport Road,DROUIN,VIC,3818,1300946337,"3061 Westernport Road, DROUIN, VIC, 3818, Australia",,
YMCA – Buln Buln Primary School OSHC,Victorian YMCA Community Programming Pty Ltd,Centre-Based Care,15 Old Sale Road,BULN BULN,VIC,3821,356268330,"15 Old Sale Road, BULN BULN, VIC, 3821, Australia",-38.1001363,145.9386996
YMCA Ballarat - Our Lady Help of Christians OSHC,Young Mens Christian Association Of Ballarat Inc,Centre-Based Care,482A Gillies Street,WENDOUREE,VIC,3355,491743126,"482A Gillies Street, WENDOUREE, VIC, 3355, Australia",-37.5248693,143.8252404
Casa Bambini - Coburg,G8 Education Limited,Centre-Based Care,962-966 Sydney Rd,COBURG NORTH,VIC,3058,393505420,"962-966 Sydney Rd, COBURG NORTH, VIC, 3058, Australia",-37.7229197,144.9637268
Benalla Kids Cottage,Dorraine Pty Ltd,Centre-Based Care,29 Bridge St W,BENALLA,VIC,3672,357627677,"29 Bridge St W, BENALLA, VIC, 3672, Australia",-36.5561085,145.973023
Mary Beck Kindergarten,Young Mens Christian Association Of Ballarat Inc,Centre-Based Care,8 Neerim East Road,NEERIM SOUTH,VIC,3831,343111577,"8 Neerim East Road, NEERIM SOUTH, VIC, 3831, Australia",-38.0167971,145.9552954
Pyramid Hill Preschool,Loddon Shire Council,Centre-Based Care,67 Kelly Street,PYRAMID HILL,VIC,3575,354941200,"67 Kelly Street, PYRAMID HILL, VIC, 3575, Australia",-36.0502935,144.1143446
St Catherine's of Siena OSHClub,OSHCLUB PTY LTD,Centre-Based Care,Bulmans Road,WEST MELTON,VIC,3337,402669652,"Bulmans Road, WEST MELTON, VIC, 3337, Australia",-37.6735216,144.5518411
The Karreeta Peeneeyt Mara Portland Child & Family Complex,Glenelg Shire Council,Centre-Based Care,94 JULIA ST,PORTLAND,VIC,3305,1300 453 635,"94 JULIA ST, PORTLAND, VIC, 3305, Australia",-38.3481694,141.5955642
Rose Garden Kids,Rose Gardens' Children Pty Ltd ATF Rose Garden Investment Trust,Centre-Based Care,71 South Gippsland Highway,TOORADIN,VIC,3980,359983973,"71 South Gippsland Highway, TOORADIN, VIC, 3980, Australia",-38.2105582,145.3779936
Youth Leadership Victoria- St. Mark's OSHC,Youth Leadership Victoria Inc,Centre-Based Care,Argyle Street,FAWKNER,VIC,3060,387906511,"Argyle Street, FAWKNER, VIC, 3060, Australia",-37.7176407,144.9703477
KW 5 Star Kids Services,KW 5 Star Kids Services Pty Ltd,Family Day Care,4 Shine Walk,EPPING,VIC,3076,412838006,"4 Shine Walk, EPPING, VIC, 3076, Australia",-37.6240205,145.0125835
Songbird Early Learning Centre,JENMAX KINDERHAUS PTY. LTD.,Centre-Based Care,9 Campbell Road,BRIAR HILL,VIC,3088,394378053,"9 Campbell Road, BRIAR HILL, VIC, 3088, Australia",-37.7070257,145.1185966
Drouin West PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,535 Main Neerim Road,DROUIN WEST,VIC,3818,1300072410,"535 Main Neerim Road, DROUIN WEST, VIC, 3818, Australia",-38.0867889,145.871412
Youth Leadership Victoria St Gerard's,Youth Leadership Victoria Inc,Centre-Based Care,71 Gladstone Road,DANDENONG,VIC,3175,412958601,"71 Gladstone Road, DANDENONG, VIC, 3175, Australia",,
Federation Children's Centre Mt Helen,Federation University Australia,Centre-Based Care,"University Drive, North Terrace",MOUNT HELEN,VIC,3350,353279456,"University Drive, North Terrace, MOUNT HELEN, VIC, 3350, Australia",,
Inspira Kids Early Learning Centre Sydenham,Inspira kids Early Learning Melbourne PTY Ltd,Centre-Based Care,17A Overton Lea Boulevard,SYDENHAM,VIC,3037,394499222,"17A Overton Lea Boulevard, SYDENHAM, VIC, 3037, Australia",-37.6953815,144.7678249
Ferguson Street Kindergarten and Early Learning Centre,Kekeco Childcare Pty Ltd,Centre-Based Care,39 Ferguson St,BROADFORD,VIC,3658,357842828,"39 Ferguson St, BROADFORD, VIC, 3658, Australia",-37.2071252,145.0447616
Headstart Early Learning Centre Berwick,OORAMA OPERATIONS PTY LIMITED,Centre-Based Care,44 Parkhill Dr,BERWICK,VIC,3806,387865870,"44 Parkhill Dr, BERWICK, VIC, 3806, Australia",-38.0149416,145.3237701
First Five Early Learning Tarneit,FIRST FIVE EARLY LEARNING PTY LTD,Centre-Based Care,466-468 Sayers Road,TARNEIT,VIC,3029,387375889,"466-468 Sayers Road, TARNEIT, VIC, 3029, Australia",-37.8457665,144.6624398
Penguin Childcare Rosebud,OORAMA OPERATIONS PTY LIMITED,Centre-Based Care,127-129 Boneo Road,ROSEBUD,VIC,3939,359868822,"127-129 Boneo Road, ROSEBUD, VIC, 3939, Australia",-38.3639545,144.8895138
Melton Early Learning Centre,OORAMA OPERATIONS PTY LIMITED,Centre-Based Care,2 Roslyn Park Drive,MELTON,VIC,3337,387462544,"2 Roslyn Park Drive, MELTON, VIC, 3337, Australia",-37.6643901,144.5716003
Little Stars Childcare & Kindergarten Cranbourne,Little Stars Cranbourne Pty Ltd ATF Little Stars Cranbourne Trust,Centre-Based Care,24-26 Walter St,CRANBOURNE,VIC,3977,96265424,"24-26 Walter St, CRANBOURNE, VIC, 3977, Australia",-38.10267,145.2811884
Gannawarra Shire Family Day Care,Gannawarra Shire Council,Family Day Care,2 Murray Street,KERANG,VIC,3579,03 5452 1357,"2 Murray Street, KERANG, VIC, 3579, Australia",-35.7255388,143.9145006
Sparrow Early Learning Wyndham Waters,Sparrow Nest Early Learning No 3 Pty Ltd,Centre-Based Care,1 Bronzewing Street,WILLIAMS LANDING,VIC,3027,383608088,"1 Bronzewing Street, WILLIAMS LANDING, VIC, 3027, Australia",-37.8542449,144.7417278
Pakenham Twinklekids Early Learning Centre,PAKENHAM ELC PTY LTD,Centre-Based Care,150-152 Princes Highway,PAKENHAM,VIC,3810,359419532,"150-152 Princes Highway, PAKENHAM, VIC, 3810, Australia",-38.0718076,145.4907279
St Peters OSHClub East Bentleigh,OSHCLUB PTY LTD,Centre-Based Care,842 Centre Road,BENTLEIGH EAST,VIC,3165,412890032,"842 Centre Road, BENTLEIGH EAST, VIC, 3165, Australia",-37.9233821,145.0701973
Kelly Club OSHC Roxburgh Park Primary School,KELLY CLUB AUSTRALIA PTY LTD ATF KELLY CLUB AUSTRALIA UNIT TRUST,Centre-Based Care,7-21 Almands Ave,ROXBURGH PARK,VIC,3064,1300535590,"7-21 Almands Ave, ROXBURGH PARK, VIC, 3064, Australia",-37.634113,144.9305249
Longwarry Primary School Before and After School Care,Longwarry Primary School Council,Centre-Based Care,5 McCrae Street,LONGWARRY,VIC,3816,356299376,"5 McCrae Street, LONGWARRY, VIC, 3816, Australia",-38.114439,145.7681924
Inspira Kids Early Learning Centre Gladstone Park,Inspira kids Early Learning Melbourne PTY Ltd,Centre-Based Care,"8-34 Gladstone Park Drive, Suite 220 Rooftop level, Gladstone Park Shopping Centre",GLADSTONE PARK,VIC,3043,390010211,"8-34 Gladstone Park Drive, Suite 220 Rooftop level, Gladstone Park Shopping Centre, GLADSTONE PARK, VIC, 3043, Australia",,
Beaconsfield OSHClub,OSHCLUB PTY LTD,Centre-Based Care,Lyle Ave,BEACONSFIELD,VIC,3807,438591640,"Lyle Ave, BEACONSFIELD, VIC, 3807, Australia",-38.0486783,145.3711836
Little Beginnings Early Learning Centre,Scotia Australia P/L,Centre-Based Care,574 Springvale Road,SPRINGVALE SOUTH,VIC,3172,395585999,"574 Springvale Road, SPRINGVALE SOUTH, VIC, 3172, Australia",-37.9769636,145.1470092
Bunyip OSHClub,OSHCLUB PTY LTD,Centre-Based Care,1290 Nar Nar Goon-Longwarry Rd,BUNYIP,VIC,3815,458013302,"1290 Nar Nar Goon-Longwarry Rd, BUNYIP, VIC, 3815, Australia",-38.0998264,145.7130477
Pakenham Springs OSHClub,OSHCLUB PTY LTD,Centre-Based Care,Livingstone Boulevard,PAKENHAM,VIC,3810,438564038,"Livingstone Boulevard, PAKENHAM, VIC, 3810, Australia",-38.0814062,145.4611272
Pakenham Lakeside OSHClub,OSHCLUB PTY LTD,Centre-Based Care,25 Shearwater Drive,PAKENHAM,VIC,3810,438559017,"25 Shearwater Drive, PAKENHAM, VIC, 3810, Australia",-38.0684711,145.4379988
Avondale Heights Childcare and Early Learning Centre,Belotte Pty Ltd ATF Williams Family Trust,Centre-Based Care,63-67 Canning St,AVONDALE HEIGHTS,VIC,3034,393170688,"63-67 Canning St, AVONDALE HEIGHTS, VIC, 3034, Australia",-37.7711327,144.8666398
Little Assets - Melbourne City Early Learning Centre,Little Assets WTC Pty Ltd,Centre-Based Care,18/38 Siddeley Street,DOCKLANDS,VIC,3008,03 9620 2887,"18/38 Siddeley Street, DOCKLANDS, VIC, 3008, Australia",-37.8224863,144.9531011
Little Stars Childcare & Kindergarten Melton,Little Stars Melton Pty Ltd ATF Little Stars Melton Trust,Centre-Based Care,8-10 Sherwin Court,MELTON,VIC,3337,1300316316,"8-10 Sherwin Court, MELTON, VIC, 3337, Australia",-37.6824539,144.6063122
Pelican Early Learning Cairnlea,G8 Education Limited,Centre-Based Care,282-288 Station Rd,CAIRNLEA,VIC,3023,383619388,"282-288 Station Rd, CAIRNLEA, VIC, 3023, Australia",-37.7474163,144.7789926
Camp Australia - Mill Park Heights Primary School OSHC,Camp Australia Pty Limited,Centre-Based Care,Pindari Avenue,MILL PARK,VIC,3082,,"Pindari Avenue, MILL PARK, VIC, 3082, Australia",-37.6564198,145.0514213
Camp Australia - Marymede Catholic College OSHC,Camp Australia Pty Limited,Centre-Based Care,Williamsons Road,SOUTH MORANG,VIC,3752,401054844,"Williamsons Road, SOUTH MORANG, VIC, 3752, Australia",-37.6438375,145.09128
Officer OSHClub,OSHCLUB PTY LTD,Centre-Based Care,Tivendale Road,OFFICER,VIC,3809,438566988,"Tivendale Road, OFFICER, VIC, 3809, Australia",-38.0573765,145.4105782
Camp Australia - St John's Lutheran School OSHC,Camp Australia Pty Limited,Centre-Based Care,33 Aberdeen Street,NEWTOWN,VIC,3220,434422454,"33 Aberdeen Street, NEWTOWN, VIC, 3220, Australia",-38.1443584,144.3271051
