KEYAccidentNumber,DATAccidentDate_accident,TIMAccidentTime_accident,CATAccidentTypeDesc_accident,CATDayOfWeek_accident,CATDCADesc_accident,CATMelwaysPage_accident,CATMelwaysGridRef_X_accident,CATMelwaysGridRef_Y_accident,CATLightConditionDesc_accident,NUMVehiclesInvolved_accident,NUMPersonsInvolved_accident,NUMPersonsInjured_accident,KEYPersonID_person,CATRoadUserTypeDesc_person,CATTakenHospital_person,CATInjuryLevelDesc_person,CATAgeGroup_person,CATPostcode_person,CATGender_person,CATLGAName_node,CATDEGUrbanName_node,NUMLatitude_node,NUMLongitude_node,CATPostcode_node,CATSurfaceConditionDesc_surface,CATSubDCACodeDesc_subdca,CATAtmosphericConditionDesc_atmosphere,CATRoadName_acclocation,CATRoadNameInt_acclocation,CATRoadType_acclocation,CATRoadTypeInt_acclocation,CATEventTypeDesc_accevent,CATObjectTypeDesc_accevent
T20130016889,2013-07-26,09:21:00                      ,Struck Pedestrian,Friday,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.  ,2A,B,7,Day,1,2,0,01,Pedestrians, ,Other injury,30-39,3350.0,M,MELBOURNE,MELB_URBAN,-37.79928016,144.9351195,3031,Dry,Pedestrian emerged from behindtruck,Clear,ARDEN,LLOYD,STREET,STREET,Collision,Not Applicable
T20130016992,2013-08-17,17:56:00                      ,Struck Pedestrian,Saturday,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE  ,2G,B,2,Dark Street lights on,2,2,0,01,Pedestrians, ,Other injury,26-29,,M,MELBOURNE,MELB_URBAN,-37.81054989,144.978209,3002,Dry,Pedestrian emerged from behind car etc,Clear,LANSDOWNE,CATHEDRAL,STREET,PLACE,Collision,Not Applicable
T20130017203,2013-08-20,14:50:00                      ,Struck Pedestrian,Tuesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1A,H,1,Day,1,2,0,01,Pedestrians, ,Other injury,30-39,3458.0,M,MELBOURNE,MELBOURNE_CBD,-37.81133972,144.959031,3000,Dry,Pedestrian stepped off median strip,Clear,QUEEN,GUILDFORD,STREET,LANE,Collision,Not Applicable
T20130017241,2013-08-21,10:05:00                      ,Struck Pedestrian,Wednesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1D,V,9,Day,1,2,1,01,Pedestrians,Y,Serious injury,17-21,3205.0,F,MELBOURNE,MELB_URBAN,-37.8246991,144.9707631,3004,Dry,Pedestrian stepped off median strip,Clear,ST KILDA,BURNLEY,ROAD,TUNNEL,Collision,Not Applicable
T20130017474,2013-08-22,18:30:00                      ,Struck Pedestrian,Thursday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2G,D,1,Dark Street lights on,1,3,2,01,Pedestrians,Y,Serious injury,60-64,3148.0,F,MELBOURNE,MELB_URBAN,-37.81041213,144.9835538,3002,Wet,Vehicle leaving intersection,Raining,ALBERT,CLARENDON,STREET,STREET,Collision,Not Applicable
T20130017474,2013-08-22,18:30:00                      ,Struck Pedestrian,Thursday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2G,D,1,Dark Street lights on,1,3,2,02,Pedestrians,Y,Other injury,50-59,3002.0,F,MELBOURNE,MELB_URBAN,-37.81041213,144.9835538,3002,Wet,Vehicle leaving intersection,Raining,ALBERT,CLARENDON,STREET,STREET,Collision,Not Applicable
T20130017566,2013-08-25,20:10:00                      ,Struck Pedestrian,Sunday,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE  ,1C,H,5,Dark Street lights on,1,2,0,01,Pedestrians, ,Other injury,17-21,,F,MELBOURNE,MELB_URBAN,-37.82534941,144.9570452,3006,Dry,Vehicle entering intersection,Clear,CLARENDON,WHITEMAN,STREET,STREET,Collision,Not Applicable
T20130017624,2013-08-26,17:40:00                      ,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2T,G,6,Dusk/Dawn,1,2,1,01,Pedestrians,Y,Serious injury,5-12,3031.0,M,MELBOURNE,MELB_URBAN,-37.79625166,144.9248372,3031,Dry,Not Required,Clear,ALTONA,KENSINGTON,STREET,ROAD,Collision,Not Applicable
T20130017742,2013-08-12,18:00:00                      ,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1D,R,5,Unknown,1,2,0,01,Pedestrians, ,Other injury,22-25,3205.0,M,MELBOURNE,MELB_URBAN,-37.82304786,144.9652687,3006,Unknown,Vehicle leaving intersection,Clear,KAVANAGH,SOUTHBANK ALT,STREET,BOULEVARD,Collision,Not Applicable
T20130017750,2013-08-28,09:35:00                      ,Struck Pedestrian,Wednesday,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.  ,2B,B,11,Day,1,2,1,01,Pedestrians,Y,Serious injury,22-25,,M,MELBOURNE,MELB_URBAN,-37.80586818,144.9558931,3003,Dry,Alighting,Clear,PEEL,VICTORIA,STREET,STREET,Collision,Not Applicable
T20130017768,2013-08-28,14:30:00                      ,Struck Pedestrian,Wednesday,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE  ,2L,A,5,Day,1,2,0,01,Pedestrians,N,Other injury,17-21,3024.0,F,MELBOURNE,MELB_URBAN,-37.83806014,144.9762094,3004,Dry,Pedestrian emerged from behind car etc,Clear,ST KILDA,SLATER,ROAD,STREET,Collision,Not Applicable
T20130017867,2013-07-04,15:30:00                      ,Struck Pedestrian,Thursday,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.  ,1A,J,1,Day,1,2,0,01,Pedestrians,N,Other injury,22-25,3000.0,F,MELBOURNE,MELB_URBAN,-37.81064753,144.9602289,3000,Unknown,Paved footpath,Not known,LA TROBE,SUTHERLAND,STREET,STREET,Collision,Not Applicable
T20130018200,2013-09-03,12:23:00                      ,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2E,J,7,Day,1,2,0,01,Pedestrians, ,Other injury,17-21,3429.0,M,MELBOURNE,MELB_URBAN,-37.81986146,144.9513907,3008,Dry,Not Required,Clear,COLLINS,AURORA,STREET,LANE,Collision,Not Applicable
T20130018510,2013-09-07,16:18:00                      ,Struck Pedestrian,Saturday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2B,G,4,Day,1,2,0,01,Pedestrians,N,Other injury,17-21,3053.0,U,MELBOURNE,MELB_URBAN,-37.79226018,144.9683897,3053,Dry,Vehicle leaving intersection,Clear,CEMETERY,PRINCES,ROAD,STREET,Collision,Not Applicable
T20130018536,2013-09-08,05:02:00                      ,Struck Pedestrian,Sunday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1B,N,10,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,16-17,,F,MELBOURNE,MELB_URBAN,-37.81745307,144.967438,3000,Dry,Vehicle entering intersection,Clear,FLINDERS,SWANSTON,STREET,STREET,Collision,Not Applicable
T20130018594,2013-09-09,12:05:00                      ,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1A,F,7,Day,1,2,0,01,Pedestrians,N,Other injury,26-29,3108.0,M,MELBOURNE,MELBOURNE_CBD,-37.81764326,144.9591106,3000,Dry,Vehicle entering intersection,Clear,COLLINS,WILLIAM,STREET,STREET,Collision,Not Applicable
T20130019080,2013-09-16,18:05:00                      ,Struck Pedestrian,Monday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1B,L,5,Dark Street lights on,1,2,0,01,Pedestrians, ,Other injury,40-49,,F,MELBOURNE,MELBOURNE_CBD,-37.81424771,144.9631593,3000,Wet,Vehicle entering intersection,Raining,BOURKE,ELIZABETH,STREET,STREET,Collision,Not Applicable
T20130019091,2013-09-16,17:58:00                      ,Struck Pedestrian,Monday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1B,T,3,Dark Street lights on,1,2,0,01,Pedestrians,N,Other injury,30-39,3109.0,M,MELBOURNE,MELBOURNE_CBD,-37.81012748,144.9696558,3000,Wet,Vehicle leaving intersection,Raining,EXHIBITION,LONSDALE,STREET,STREET,Collision,Not Applicable
T20130019092,2013-09-16,20:55:00                      ,Struck Pedestrian,Monday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2A,G,9,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,17-21,3051.0,M,MELBOURNE,MELB_URBAN,-37.80259479,144.9455314,3051,Wet,Vehicle leaving intersection,Raining,ABBOTSFORD,QUEENSBERRY,STREET,STREET,Collision,Not Applicable
T20130019128,2013-09-17,07:58:00                      ,Struck Pedestrian,Tuesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2L,A,6,Day,1,3,2,01,Pedestrians,Y,Serious injury,26-29,,F,MELBOURNE,MELB_URBAN,-37.84134322,144.9774063,3004,Wet,Vehicle entering intersection,Clear,ST KILDA,LEOPOLD,ROAD,STREET,Collision,Not Applicable
T20130019128,2013-09-17,07:58:00                      ,Struck Pedestrian,Tuesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2L,A,6,Day,1,3,2,02,Pedestrians,Y,Serious injury,30-39,3030.0,F,MELBOURNE,MELB_URBAN,-37.84134322,144.9774063,3004,Wet,Vehicle entering intersection,Clear,ST KILDA,LEOPOLD,ROAD,STREET,Collision,Not Applicable
T20130019437,2013-08-27,15:30:00                      ,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2G,E,5,Day,1,2,0,01,Pedestrians, ,Other injury,64-69,3550.0,M,MELBOURNE,MELB_URBAN,-37.81649423,144.9862092,3002,Dry,Not Required,Clear,WELLINGTON,POWLETT,PARADE,STREET,Collision,Not Applicable
T20130019511,2013-09-19,23:55:00                      ,Struck Pedestrian,Thursday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,1C,H,4,Dark Street lights on,1,2,0,01,Pedestrians,N,Other injury,30-39,3024.0,M,MELBOURNE,MELB_URBAN,-37.82432939,144.9565721,3006,Unknown,Not Required,Not known,CLARENDON,CLARENDON,STREET,STREET,Collision,Not Applicable
T20130019597,2013-09-23,15:19:00                      ,Struck Pedestrian,Monday,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,1A,F,1,Day,1,2,2,01,Pedestrians,Y,Serious injury,50-59,3055.0,F,MELBOURNE,MELBOURNE_CBD,-37.81229098,144.9566865,3000,Dry,Pedestrian standing,Clear,WILLIAM,LITTLE LONSDALE,STREET,STREET,Collision,Not Applicable
T20130019948,2013-09-28,02:30:00                      ,Struck Pedestrian,Saturday,PED WALKING WITH TRAFFIC                  ,1A,G,5,Dark Street lights on,1,2,0,01,Pedestrians,N,Other injury,17-21,3196.0,M,MELBOURNE,MELBOURNE_CBD,-37.81526792,144.959638,3000,Dry,Not on Footpath,Clear,BOURKE,NEW CHANCERY,STREET,LANE,Collision,Not Applicable
T20130020072,2013-09-29,02:02:00                      ,Struck Pedestrian,Sunday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2G,F,9,Dark Street lights on,1,6,0,01,Pedestrians,N,Serious injury,30-39,,M,MELBOURNE,MELB_URBAN,-37.82468242,144.9888328,3121,Dry,Vehicle entering intersection,Clear,PUNT,OLYMPIC,ROAD,BOULEVARD,Collision,Not Applicable
T20130020136,2013-09-30,12:40:00                      ,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2B,D,12,Day,1,2,1,01,Pedestrians,Y,Serious injury,22-25,3000.0,F,MELBOURNE,MELB_URBAN,-37.80818237,144.9603755,3000,Dry,Vehicle entering intersection,Clear,ELIZABETH,FRANKLIN,STREET,STREET,Collision,Not Applicable
T20130020157,2013-09-30,19:54:00                      ,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2F,J,10,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,26-29,3143.0,F,MELBOURNE,MELB_URBAN,-37.82662808,144.9723797,3004,Dry,Vehicle entering intersection,Clear,ANZAC,LINLITHGOW,AVENUE,AVENUE,Collision,Not Applicable
T20130020260,2013-10-02,03:08:00                      ,Struck Pedestrian,Wednesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1D,L,6,Dark Street lights on,1,2,0,01,Pedestrians,N,Serious injury,17-21,3006.0,M,MELBOURNE,MELB_URBAN,-37.82513836,144.9610421,3006,Dry,Vehicle going straight through,Clear,CITY,BALSTON,ROAD,STREET,Collision,Not Applicable
T20130020442,2013-10-04,08:46:00                      ,Struck Pedestrian,Friday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2B,A,12,Day,1,2,1,01,Pedestrians,Y,Fatality,64-69,3340.0,M,MELBOURNE,MELB_URBAN,-37.80709021,144.9556819,3003,Dry,Not Required,Clear,PEEL,HARBISON,STREET,LANE,Collision,Not Applicable
T20130020491,2013-10-04,17:10:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1A,F,7,Day,1,2,0,01,Pedestrians,N,Serious injury,50-59,3104.0,M,MELBOURNE,MELBOURNE_CBD,-37.81764326,144.9591106,3000,Dry,Vehicle leaving intersection,Clear,COLLINS,WILLIAM,STREET,STREET,Collision,Not Applicable
T20130020614,2013-10-06,14:55:00                      ,Struck Pedestrian,Sunday,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,2E,H,9,Day,1,2,0,01,Pedestrians, ,Other injury,22-25,3020.0,M,MELBOURNE,MELB_URBAN,-37.8246643,144.9473746,3008,Dry,Pedestrian standing,Clear,CARGO,,LANE,,Collision,Not Applicable
T20130020956,2013-10-10,20:40:00                      ,Struck Pedestrian,Thursday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1B,M,5,Dusk/Dawn,1,2,0,01,Pedestrians, ,Other injury,16-17,3608.0,F,MELBOURNE,MELBOURNE_CBD,-37.81386083,144.9645071,3000,Unknown,Vehicle entering intersection,Not known,UNION,CARSON,LANE,PLACE,Collision,Not Applicable
T20130021038,2013-10-11,17:00:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1B,T,1,Day,1,2,1,01,Pedestrians,N,Other injury,26-29,,F,MELBOURNE,MELBOURNE_CBD,-37.8081584,144.9687433,3000,Dry,Vehicle leaving intersection,Clear,EXHIBITION,LA TROBE,STREET,STREET,Collision,Not Applicable
T20130021046,2013-10-11,20:51:00                      ,Struck Pedestrian,Friday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,1A,H,6,Dark Street lights on,1,2,0,01,Pedestrians,N,Other injury,40-49,3138.0,M,MELBOURNE,MELBOURNE_CBD,-37.81594418,144.9611309,3000,Dry,Not Required,Clear,LITTLE COLLINS,QUEEN,STREET,STREET,Collision,Not Applicable
T20130021087,2013-10-12,12:25:00                      ,Struck Pedestrian,Saturday,PED EMERGES FROM IN FRONT OF PARKED OR STATIONARY VEHICLE  ,2L,D,1,Day,1,2,0,01,Pedestrians,N,Other injury,26-29,3121.0,F,MELBOURNE,MELB_URBAN,-37.83146958,144.9842367,3004,Dry,Pedestrian emerged from behind car etc,Clear,ANDERSON,CLOWES,STREET,STREET,Collision,Not Applicable
T20130021738,2013-10-21,12:25:00                      ,Struck Pedestrian,Monday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1A,A,2,Day,1,2,0,01,Pedestrians, ,Other injury,unknown,3000.0,F,MELBOURNE,MELB_URBAN,-37.81415825,144.9518911,3000,Wet,Vehicle leaving intersection,Raining,SPENCER,LITTLE LONSDALE,STREET,STREET,Collision,Not Applicable
T20130021947,2012-10-30,14:56:00                      ,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2F,H,11,Day,1,2,0,01,Pedestrians,N,Other injury,26-29,3028.0,M,MELBOURNE,MELB_URBAN,-37.82865287,144.9713312,3004,Dry,Vehicle leaving intersection,Clear,ST KILDA,COVENTRY,ROAD,STREET,Collision,Not Applicable
T20130022285,2013-10-28,18:08:00                      ,Struck Pedestrian,Monday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,2F,B,2,Day,1,2,0,01,Pedestrians,N,Other injury,50-59,,F,MELBOURNE,MELB_URBAN,-37.81067466,144.9559448,3000,Unknown,Not Required,Not known,WILLIAM,ABECKETT,STREET,STREET,Collision,Not Applicable
T20130022426,2013-10-30,19:49:00                      ,Struck Pedestrian,Wednesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1B,N,7,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,50-59,3034.0,F,MELBOURNE,MELBOURNE_CBD,-37.81553704,144.9663886,3000,Dry,Pedestrian stepped off safety zone/tram shelter,Clear,COLLINS,SWANSTON,STREET,STREET,Collision,Not Applicable
T20130022626,2013-10-29,12:25:00                      ,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2A,C,2,Day,1,2,0,01,Pedestrians, ,Other injury,30-39,,F,MELBOURNE,MELB_URBAN,-37.78885604,144.9370404,3031,Dry,Vehicle in left turn slip lane,Clear,RACECOURSE,CITYLINK OUT-RACECOURSE OF,ROAD,RAMP,Collision,Not Applicable
T20130022728,2013-10-30,12:45:00                      ,Struck Pedestrian,Wednesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2B,K,5,Day,1,2,0,01,Pedestrians,N,Other injury,26-29,3065.0,F,MELBOURNE,MELB_URBAN,-37.79524045,144.9753442,3053,Dry,Not Required,Not known,NICHOLSON,KAY,STREET,STREET,Collision,Not Applicable
T20130022819,2013-11-05,12:57:00                      ,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2A,H,5,Day,1,2,1,01,Pedestrians,Y,Serious injury,64-69,3051.0,M,MELBOURNE,MELB_URBAN,-37.79452908,144.9486012,3051,Dry,Not Required,Clear,FLEMINGTON,FLEMINGTON,ROAD,ROAD,Collision,Not Applicable
T20130023022,2013-10-25,20:20:00                      ,Struck Pedestrian,Friday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1D,R,9,Dusk/Dawn,1,2,0,01,Pedestrians, ,Other injury,30-39,3057.0,F,MELBOURNE,MELB_URBAN,-37.82623364,144.9665191,3006,Dry,Vehicle entering intersection,Not known,STURT,GRANT,STREET,STREET,Collision,Not Applicable
T20130023154,2013-11-08,22:35:00                      ,Struck Pedestrian,Friday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2B,E,11,Dark Street lights on,1,3,1,01,Pedestrians,Y,Serious injury,22-25,3023.0,M,MELBOURNE,MELB_URBAN,-37.80665694,144.9628972,3000,Wet,Vehicle leaving intersection,Raining,VICTORIA,SWANSTON,STREET,STREET,Collision,Not Applicable
T20130023184,2013-11-09,03:40:00                      ,Struck Pedestrian,Saturday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2G,G,4,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,22-25,3121.0,M,MELBOURNE,MELB_URBAN,-37.81533116,144.9903666,3002,Dry,Vehicle entering intersection,Clear,HODDLE,FREEMAN,STREET,STREET,Collision,Not Applicable
T20130023194,2013-11-08,12:00:00                      ,Struck Pedestrian,Friday,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,1B,R,9,Day,1,2,0,01,Pedestrians, ,Other injury,40-49,,M,MELBOURNE,MELBOURNE_CBD,-37.81562698,144.9698981,3000,Dry,Pedestrian standing,Clear,FLINDERS,OLIVER,LANE,LANE,Collision,Not Applicable
T20130023406,2013-11-12,20:40:00                      ,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1A,D,5,Dusk/Dawn,1,2,0,01,Pedestrians,N,Other injury,26-29,3056.0,F,MELBOURNE,MELBOURNE_CBD,-37.81622456,144.9562929,3000,Wet,Not Required,Not known,BOURKE,GALLAGHERS,STREET,PLACE,Collision,Not Applicable
T20130023446,2013-11-12,23:57:00                      ,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1B,Q,4,Dark Street lights on,1,2,0,01,Pedestrians, ,Other injury,17-21,,F,MELBOURNE,MELBOURNE_CBD,-37.81182344,144.9676518,3000,Wet,Vehicle within intersection,Raining,LITTLE BOURKE,RUSSELL,STREET,STREET,Collision,Not Applicable
T20130023591,2013-03-12,15:00:00                      ,Struck Pedestrian,Tuesday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,2K,K,4,Day,1,2,0,01,Pedestrians,N,Other injury,17-21,3844.0,M,MELBOURNE,MELB_URBAN,-37.83621774,144.9755378,3004,Unknown,Not Required,Not known,TOORAK,KINGS,ROAD,WAY,Collision,Not Applicable
T20130024076,2013-11-08,17:10:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1B,V,3,Day,1,2,0,01,Pedestrians, ,Other injury,26-29,,F,MELBOURNE,MELB_URBAN,-37.80940402,144.97214,3000,Unknown,Vehicle leaving intersection,Clear,LONSDALE,SPRING,STREET,STREET,Collision,Not Applicable
T20130024202,2013-11-22,18:50:00                      ,Struck Pedestrian,Friday,PED WALKING WITH TRAFFIC                  ,1C,H,4,Day,1,2,0,01,Pedestrians, ,Other injury,5-12,3163.0,M,MELBOURNE,MELB_URBAN,-37.8243004,144.9565586,3006,Dry,Paved footpath,Clear,CLARENDON,CLARENDON,STREET,STREET,Collision,Not Applicable
T20130024657,2013-11-30,00:05:00                      ,Struck Pedestrian,Saturday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,2E,K,1,Dark Street lights on,1,2,0,01,Pedestrians, ,Other injury,22-25,3003.0,F,MELBOURNE,MELB_URBAN,-37.80923867,144.9523651,3003,Wet,Vehicle entering intersection,Raining,DUDLEY,KING,STREET,STREET,Collision,Not Applicable
T20130024979,2013-12-03,18:10:00                      ,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2K,J,2,Day,1,2,1,01,Pedestrians,Y,Serious injury,22-25,,F,MELBOURNE,MELB_URBAN,-37.83281032,144.972244,3004,Dry,Vehicle entering intersection,Clear,ST KILDA,DOMAIN,ROAD,ROAD,Collision,Not Applicable
T20130024986,2013-12-04,12:15:00                      ,Struck Pedestrian,Wednesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1B,T,3,Day,1,2,0,01,Pedestrians,N,Other injury,30-39,3163.0,M,MELBOURNE,MELBOURNE_CBD,-37.81012748,144.9696558,3000,Wet,Vehicle leaving intersection,Raining,EXHIBITION,LONSDALE,STREET,STREET,Collision,Not Applicable
T20130025072,2013-11-08,17:15:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1A,F,3,Unknown,1,2,0,01,Pedestrians,N,Other injury,26-29,3058.0,F,MELBOURNE,MELBOURNE_CBD,-37.81371239,144.957323,3000,Unknown,Vehicle within intersection,Not known,LONSDALE,WILLIAM,STREET,STREET,Collision,Not Applicable
T20130025215,2013-12-06,21:50:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2A,E,2,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,40-49,,F,MELBOURNE,MELB_URBAN,-37.7891225,144.9418168,3051,Dry,Not Required,Clear,FLEMINGTON,RACECOURSE,ROAD,ROAD,Collision,Not Applicable
T20130025223,2013-12-07,02:25:00                      ,Struck Pedestrian,Saturday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.  ,1B,L,7,Dark Street lights on,1,2,0,01,Pedestrians,N,Other injury,30-39,3188.0,M,MELBOURNE,MELBOURNE_CBD,-37.81621754,144.9640683,3000,Dry,Not Required,Clear,COLLINS,ELIZABETH,STREET,STREET,Collision,Not Applicable
T20130025241,2013-12-07,09:58:00                      ,Struck Pedestrian,Saturday,PED WALKING WITH TRAFFIC                  ,1B,P,2,Day,1,2,1,01,Pedestrians,Y,Serious injury,22-25,3149.0,M,MELBOURNE,MELBOURNE_CBD,-37.81028103,144.9652905,3000,Dry,Not on Footpath,Clear,LITTLE LONSDALE,SWANSTON,STREET,STREET,Collision,Not Applicable
T20130025809,2013-12-15,04:46:00                      ,Struck Pedestrian,Sunday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1B,L,3,Dark Street lights on,1,2,1,01,Pedestrians,Y,Serious injury,30-39,,F,MELBOURNE,MELBOURNE_CBD,-37.81228152,144.9622574,3000,Dry,Vehicle within intersection,Clear,ELIZABETH,LONSDALE,STREET,STREET,Collision,Not Applicable
T20130025884,2013-12-13,09:25:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2A,H,4,Day,1,2,1,01,Pedestrians,Y,Serious injury,50-59,,M,MELBOURNE,MELB_URBAN,-37.79391382,144.9470831,3051,Unknown,Vehicle leaving intersection,Clear,ABBOTSFORD,BROUGHAM,STREET,STREET,Collision,Not Applicable
T20130026017,2013-12-17,22:05:00                      ,Struck Pedestrian,Tuesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1A,F,9,Dark Street lights on,1,2,0,01,Pedestrians,N,Other injury,26-29,3127.0,M,MELBOURNE,MELBOURNE_CBD,-37.81862018,144.9595602,3000,Dry,Vehicle leaving intersection,Clear,FLINDERS,WILLIAM,LANE,STREET,Collision,Not Applicable
T20130026272,2013-12-20,15:08:00                      ,Struck Pedestrian,Friday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT         ,1A,A,6,Day,1,2,0,01,Pedestrians,N,Other injury,26-29,3150.0,F,MELBOURNE,MELB_URBAN,-37.81808162,144.9536946,3000,Dry,Vehicle entering intersection,Clear,SPENCER,LITTLE COLLINS,STREET,STREET,Collision,Not Applicable
T20130026425,2013-12-20,15:25:00                      ,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2G,D,1,Day,1,2,0,01,Pedestrians,N,Other injury,22-25,,F,MELBOURNE,MELB_URBAN,-37.81041213,144.9835538,3002,Dry,Vehicle leaving intersection,Clear,ALBERT,CLARENDON,STREET,STREET,Collision,Not Applicable
T20130026590,2013-12-25,13:50:00                      ,Struck Pedestrian,Wednesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,1B,L,6,Day,1,2,1,01,Pedestrians,Y,Serious injury,17-21,3100.0,M,MELBOURNE,MELBOURNE_CBD,-37.81522738,144.9636114,3000,Dry,Vehicle leaving intersection,Clear,ELIZABETH,LITTLE COLLINS,STREET,STREET,Collision,Not Applicable
